name,link,rank,draft_year,draft_rd,draft_pk,college,recruit_year
Brett Buscher,https://www.sports-reference.com/cbb/players/brett-buscher-1.html,51,,,,Purdue University,2000
Mohamed Diakite,https://www.sports-reference.com/cbb/players/mohamed-diakite-1.html,52,,,,St. John's University,2000
Romain Sato,https://www.sports-reference.com/cbb/players/romain-sato-1.html,53,,,,Xavier University,2000
Neil Fingleton,https://www.sports-reference.com/cbb/players/neil-fingleton-1.html,54,,,,College of the Holy Cross,2000
Kendall Dartez,https://www.sports-reference.com/cbb/players/kendall-dartez-1.html,55,,,,University of Louisville,2000
A.J. Moye,https://www.sports-reference.com/cbb/players/aj-moye-1.html,56,,,,Indiana University,2000
Maurice Young,https://www.sports-reference.com/cbb/players/maurice-young-1.html,57,,,,St. Bonaventure University,2000
Jake Sullivan,https://www.sports-reference.com/cbb/players/jake-sullivan-1.html,58,,,,Iowa State University,2000
Demetrius Smith,https://www.sports-reference.com/cbb/players/demetrius-smith-1.html,59,,,,University of Alabama,2000
Matt Lottich,https://www.sports-reference.com/cbb/players/matt-lottich-1.html,60,,,,Stanford University,2000
Marvin Lewis,https://www.sports-reference.com/cbb/players/marvin-lewis-1.html,61,,,,Georgia Institute of Technology,2000
Modibo Diarra,https://www.sports-reference.com/cbb/players/modibo-diarra-1.html,61,,,,University of Memphis,2000
Kyle Cuffe,https://www.sports-reference.com/cbb/players/kyle-cuffe-1.html,63,,,,St. John's University,2000
Avery Queen,https://www.sports-reference.com/cbb/players/avery-queen-1.html,64,,,,University of Michigan,2000
Omar Weaver,,64,,,,,2000
James Thomas,/players/t/thomaja02.html,66,,,,University of Texas at Austin,2000
Bernard Robinson,/players/r/robinbe01.html,67,2004,2,45,University of Michigan,2000
Scooter McFadgon,https://www.sports-reference.com/cbb/players/scooter-mcfadgon-1.html,68,,,,University of Tennessee,2000
Luke Ridnour,/players/r/ridnolu01.html,68,2003,1,14,University of Oregon,2000
JueMichael Young,https://www.sports-reference.com/cbb/players/jumichael-young-1.html,70,,,,Louisiana Tech University,2000
Dwon Clifton,https://www.sports-reference.com/cbb/players/dwon-clifton-1.html,71,,,,University of North Carolina at Greensboro,2000
Andrew Zahn,https://www.sports-reference.com/cbb/players/andrew-zahn-1.html,72,,,,University of Arizona,2000
Wesley Stokes,https://www.sports-reference.com/cbb/players/wesley-stokes-1.html,72,,,,San Diego State University,2000
Jeff McMillan,https://www.sports-reference.com/cbb/players/jeff-mcmillan-1.html,74,,,,University of Southern California,2000
Billy Richmond,https://www.sports-reference.com/cbb/players/billy-richmond-1.html,75,,,,University of Memphis,2000
Tony Stockman,https://www.sports-reference.com/cbb/players/tony-stockman-1.html,76,,,,Ohio State University,2000
Nick Smith,https://www.sports-reference.com/cbb/players/nick-smith-1.html,77,,,,University of Illinois at Urbana-Champaign,2000
Liberto Tetimadingar,https://www.sports-reference.com/cbb/players/liberto-tetimadingar-1.html,77,,,,Fordham University,2000
Johnnie Gilbert,https://www.sports-reference.com/cbb/players/johnnie-gilbert-1.html,79,,,,University of Oklahoma,2000
Keith Triplett,https://www.sports-reference.com/cbb/players/keith-triplett-1.html,80,,,,University of Toledo,2000
Julian Sensley,https://www.sports-reference.com/cbb/players/julian-sensley-1.html,81,,,,University of Hawaii,2000
Lou Wright,https://www.sports-reference.com/cbb/players/lou-wright-1.html,82,,,,University of Tennessee,2000
Derrick Snowden,https://www.sports-reference.com/cbb/players/derrick-snowden-1.html,82,,,,Villanova University,2000
Antonio Hargrove,,84,,,,,2000
Scott Merritt,https://www.sports-reference.com/cbb/players/scott-merritt-1.html,85,,,,Marquette University,2000
Brandon Crump,https://www.sports-reference.com/cbb/players/brandon-crump-1.html,86,,,,University of Tennessee,2000
Chris Daniels,https://www.sports-reference.com/cbb/players/chris-daniels-1.html,87,,,,University of Georgia,2000
Taurance Johnson,https://www.sports-reference.com/cbb/players/taurance-johnson-1.html,88,,,,Florida International University,2000
Timmy Bowers,https://www.sports-reference.com/cbb/players/timmy-bowers-1.html,89,,,,Mississippi State University,2000
Dave Holmes,https://www.sports-reference.com/cbb/players/dave-holmes-1.html,90,,,,Manhattan College,2000
Tory Reed,https://www.sports-reference.com/cbb/players/tory-reed-1.html,90,,,,University of North Carolina at Charlotte,2000
Maurice Searight,https://www.sports-reference.com/cbb/players/maurice-searight-1.html,92,,,,Grambling State University,2000
Yamar Diene,https://www.sports-reference.com/cbb/players/yamar-diene-1.html,92,,,,Rice University,2000
Patrick Dennehy,https://www.sports-reference.com/cbb/players/patrick-dennehy-1.html,94,,,,University of New Mexico,2000
Mike Bell,https://www.sports-reference.com/cbb/players/mike-bell-1.html,95,,,,Florida Atlantic University,2000
Barry Thompson,https://www.sports-reference.com/cbb/players/barry-thompson-1.html,96,,,,Louisiana Tech University,2000
Omari Westley,https://www.sports-reference.com/cbb/players/omari-westley-1.html,97,,,,Cleveland State University,2000
Marcus Melvin,https://www.sports-reference.com/cbb/players/marcus-melvin-1.html,98,,,,North Carolina State University,2000
Gerald Riley,https://www.sports-reference.com/cbb/players/gerald-riley-1.html,98,,,,Georgetown University,2000
Jimmy Baxter,https://www.sports-reference.com/cbb/players/jimmy-baxter-1.html,100,,,,University of South Florida,2000
