name,link,rank,draft_year,draft_rd,draft_pk,college,recruit_year
Brandon Jennings,/players/j/jennibr01.html,1,2009,1,10,,2008
Jrue Holiday,/players/h/holidjr01.html,2,2009,1,17,"University of California, Los Angeles",2008
Tyreke Evans,/players/e/evansty01.html,3,2009,1,4,University of Memphis,2008
Samardo Samuels,/players/s/samuesa01.html,4,,,,University of Louisville,2008
DeMar DeRozan,/players/d/derozde01.html,5,2009,1,9,University of Southern California,2008
Greg Monroe,/players/m/monrogr01.html,6,2010,1,7,Georgetown University,2008
Al-Farouq Aminu,/players/a/aminual01.html,7,2010,1,8,Wake Forest University,2008
Byron Mullens,/players/m/mulleby01.html,8,2009,1,24,Ohio State University,2008
Ed Davis,/players/d/davised01.html,9,2010,1,13,University of North Carolina,2008
Delvon Roe,https://www.sports-reference.com/cbb/players/delvon-roe-1.html,10,,,,Michigan State University,2008
Scotty Hopson,/players/h/hopsosc01.html,11,,,,University of Tennessee,2008
William Buford,https://www.sports-reference.com/cbb/players/william-buford-1.html,12,,,,Ohio State University,2008
Willie Warren,/players/w/warrewi01.html,13,2010,2,54,University of Oklahoma,2008
Chris Singleton,/players/s/singlch01.html,14,2011,1,18,Florida State University,2008
Kemba Walker,/players/w/walkeke02.html,15,2011,1,9,University of Connecticut,2008
Elliot Williams,/players/w/williel01.html,15,2010,1,22,University of Memphis,2008
JaMychal Green,/players/g/greenja01.html,17,,,,University of Alabama,2008
Tyler Zeller,/players/z/zellety01.html,18,2012,1,17,University of North Carolina,2008
Luke Babbitt,/players/b/babbilu01.html,19,2010,1,16,"University of Nevada, Reno",2008
Malcolm Lee,/players/l/leema01.html,20,2011,2,43,"University of California, Los Angeles",2008
DeQuan Jones,/players/j/jonesde01.html,21,,,,University of Miami,2008
Michael Dunigan,/players/d/dunigmi01.html,22,,,,University of Oregon,2008
Iman Shumpert,/players/s/shumpim01.html,22,2011,1,17,Georgia Institute of Technology,2008
Trey Thompkins,/players/t/thomptr02.html,24,2011,2,37,University of Georgia,2008
J'Mison Morgan,https://www.sports-reference.com/cbb/players/jmison-morgan-1.html,25,,,,Baylor University,2008
Eloy Vargas,https://www.sports-reference.com/cbb/players/eloy-vargas-1.html,26,,,,University of Kentucky,2008
Rashanti Harris,,27,,,,,2008
Jeff Withey,/players/w/witheje01.html,27,2013,2,39,University of Kansas,2008
Drew Gordon,/players/g/gordodr01.html,29,,,,University of New Mexico,2008
Devin Ebanks,/players/e/ebankde01.html,30,2010,2,43,West Virginia University,2008
Yancy Gates,https://www.sports-reference.com/cbb/players/yancy-gates-1.html,31,,,,University of Cincinnati,2008
Mike Rosario,https://www.sports-reference.com/cbb/players/mike-rosario-1.html,31,,,,University of Florida,2008
Sylven Landesberg,https://www.sports-reference.com/cbb/players/sylven-landesberg-1.html,33,,,,University of Virginia,2008
DeAndre Liggins,/players/l/liggide01.html,34,2011,2,53,University of Kentucky,2008
Kenny Kadji,https://www.sports-reference.com/cbb/players/kenny-kadji-1.html,35,,,,University of Miami,2008
Darius Miller,/players/m/milleda01.html,35,2012,2,46,University of Kentucky,2008
Ty Walker,https://www.sports-reference.com/cbb/players/ty-walker-1.html,37,,,,Wake Forest University,2008
Wesley Witherspoon,https://www.sports-reference.com/cbb/players/wesley-witherspoon-1.html,38,,,,University of Memphis,2008
Tony Mitchell,/players/m/mitchto03.html,39,,,,University of Alabama,2008
Anthony Jones,https://www.sports-reference.com/cbb/players/anthony-jones-2.html,40,,,,Baylor University,2008
Tony Woods,https://www.sports-reference.com/cbb/players/tony-woods-1.html,41,,,,University of Oregon,2008
Jerime Anderson,https://www.sports-reference.com/cbb/players/jerime-anderson-1.html,41,,,,"University of California, Los Angeles",2008
Emmanuel Negedu,https://www.sports-reference.com/cbb/players/emmanuel-negedu-1.html,43,,,,University of New Mexico,2008
Larry Drew,/players/d/drewla02.html,44,,,,"University of California, Los Angeles",2008
Romero Osby,https://www.sports-reference.com/cbb/players/romero-osby-1.html,44,,,,University of Oklahoma,2008
Mookie Jones,https://www.sports-reference.com/cbb/players/mookie-jones-1.html,46,,,,Syracuse University,2008
Kevin Jones,/players/j/joneske01.html,47,,,,West Virginia University,2008
Kenny Frease,https://www.sports-reference.com/cbb/players/kenny-frease-1.html,48,,,,Xavier University,2008
Travis Releford,/players/r/releftr01.html,49,,,,University of Kansas,2008
Sean Mosley,https://www.sports-reference.com/cbb/players/sean-mosley-1.html,50,,,,University of Maryland,2008
Henry Sims,/players/s/simshe01.html,51,,,,Georgetown University,2008
John Riek,https://www.sports-reference.com/cbb/players/john-riek-1.html,52,,,,Mississippi State University,2008
Terrelle Pryor,,53,,,,,2008
Angel Garcia,https://www.sports-reference.com/cbb/players/angel-garcia-1.html,54,,,,University of Memphis,2008
Xavier Gibson,https://www.sports-reference.com/cbb/players/xavier-gibson-1.html,55,,,,Florida State University,2008
Kris Joseph,/players/j/josepkr01.html,56,2012,2,51,Syracuse University,2008
Terrence Jennings,https://www.sports-reference.com/cbb/players/terrence-jennings-1.html,57,,,,University of Louisville,2008
Klay Thompson,/players/t/thompkl01.html,58,2011,1,11,Washington State University,2008
J'Covan Brown,https://www.sports-reference.com/cbb/players/jcovan-brown-1.html,59,,,,University of Texas at Austin,2008
D.J. Seeley,https://www.sports-reference.com/cbb/players/dj-seeley-1.html,60,,,,"California State University, Fullerton",2008
Ray Shipman,https://www.sports-reference.com/cbb/players/ray-shipman-1.html,61,,,,University of Florida,2008
Jason Clark,https://www.sports-reference.com/cbb/players/jason-clark-1.html,62,,,,Georgetown University,2008
Marcus Morris,/players/m/morrima03.html,63,2011,1,14,University of Kansas,2008
Ralph Sampson,/players/s/sampsra02.html,64,,,,University of Minnesota,2008
Catalin Baciu,https://www.sports-reference.com/cbb/players/catalin-baciu-1.html,65,,,,Clemson University,2008
Olek Czyz,https://www.sports-reference.com/cbb/players/olek-czyz-1.html,66,,,,"University of Nevada, Reno",2008
Markieff Morris,/players/m/morrima02.html,67,2011,1,13,University of Kansas,2008
Elston Turner,https://www.sports-reference.com/cbb/players/elston-turner-2.html,68,,,,Texas A&M University,2008
Scott Suggs,https://www.sports-reference.com/cbb/players/scott-suggs-1.html,69,,,,University of Washington,2008
Renaldo Woolridge,/players/w/woolrre01.html,70,,,,University of Southern California,2008
Chris Braswell,https://www.sports-reference.com/cbb/players/chris-braswell-1.html,71,,,,University of North Carolina at Charlotte,2008
Storm Warren,https://www.sports-reference.com/cbb/players/storm-warren-1.html,72,,,,Louisiana State University,2008
Tyshawn Taylor,/players/t/tayloty01.html,73,2012,2,41,University of Kansas,2008
Terrance Henry,https://www.sports-reference.com/cbb/players/terrance-henry-1.html,74,,,,University of Mississippi,2008
Ater Majok,/players/m/majokat01.html,74,2011,2,58,University of Connecticut,2008
Allan Chaney,https://www.sports-reference.com/cbb/players/allan-chaney-2.html,76,,,,University of Florida,2008
Matt Simpkins,https://www.sports-reference.com/cbb/players/matt-simpkins-1.html,78,,,,University of Memphis,2008
Erving Walker,https://www.sports-reference.com/cbb/players/erving-walker-1.html,79,,,,University of Florida,2008
Courtney Fortson,/players/f/fortsco01.html,80,,,,University of Arkansas,2008
Miles Plumlee,/players/p/plumlmi01.html,81,2012,1,26,Duke University,2008
David Loubeau,https://www.sports-reference.com/cbb/players/david-loubeau-1.html,82,,,,Texas A&M University,2008
Anthony Booker,https://www.sports-reference.com/cbb/players/anthony-booker-1.html,83,,,,Iowa State University,2008
Latavious Williams,/players/w/willila01.html,84,2010,2,48,,2008
Nasir Robinson,https://www.sports-reference.com/cbb/players/nasir-robinson-1.html,85,,,,University of Pittsburgh,2008
Rotnei Clarke,https://www.sports-reference.com/cbb/players/rotnei-clarke-1.html,86,,,,Butler University,2008
Korie Lucious,https://www.sports-reference.com/cbb/players/korie-lucious-1.html,87,,,,Iowa State University,2008
