name,link,rank,draft_year,draft_rd,draft_pk,college,recruit_year
Nick Williams,https://www.sports-reference.com/cbb/players/nick-williams-2.html,88,,,,University of Mississippi,2008
Matt Gatens,https://www.sports-reference.com/cbb/players/matt-gatens-1.html,89,,,,University of Iowa,2008
Quintrell Thomas,https://www.sports-reference.com/cbb/players/quintrell-thomas-1.html,90,,,,"University of Nevada, Las Vegas",2008
Nate Miles,,91,,,,,2008
Cashmere Wright,https://www.sports-reference.com/cbb/players/cashmere-wright-1.html,93,,,,University of Cincinnati,2008
Gregory Echenique,/players/e/echengr01.html,94,,,,Creighton University,2008
Paul Williams,https://www.sports-reference.com/cbb/players/paul-williams-1.html,95,,,,University of Dayton,2008
Jeff Taylor,/players/t/tayloje03.html,95,2012,2,31,Vanderbilt University,2008
Draymond Green,/players/g/greendr01.html,95,2012,2,35,Michigan State University,2008
Devoe Joseph,https://www.sports-reference.com/cbb/players/devoe-joseph-1.html,98,,,,University of Oregon,2008
Roscoe Davis,,99,,,,,2008
Delwan Graham,https://www.sports-reference.com/cbb/players/delwan-graham-1.html,100,,,,Jacksonville University,2008
Jared Berggren,https://www.sports-reference.com/cbb/players/jared-berggren-1.html,100,,,,University of Wisconsin,2008
Anthony Crater,https://www.sports-reference.com/cbb/players/anthony-crater-1.html,100,,,,University of South Florida,2008
