name,link,rank,draft_year,draft_rd,draft_pk,college,recruit_year
Nerlens Noel,/players/n/noelne01.html,1,2013,1,6,University of Kentucky,2012
Shabazz Muhammad,/players/m/muhamsh01.html,1,2013,1,14,"University of California, Los Angeles",2012
Isaiah Austin,https://www.sports-reference.com/cbb/players/isaiah-austin-1.html,3,,,,Baylor University,2012
Kyle Anderson,/players/a/anderky01.html,3,2014,1,30,"University of California, Los Angeles",2012
Steven Adams,/players/a/adamsst01.html,5,2013,1,12,University of Pittsburgh,2012
Anthony Bennett,/players/b/bennean01.html,6,2013,1,1,"University of Nevada, Las Vegas",2012
Kaleb Tarczewski,/players/t/tarczka01.html,7,,,,University of Arizona,2012
Alex Poythress,/players/p/poythal01.html,8,,,,University of Kentucky,2012
Marcus Smart,/players/s/smartma01.html,9,2014,1,6,Oklahoma State University,2012
Archie Goodwin,/players/g/goodwar01.html,10,2013,1,29,University of Kentucky,2012
Grant Jerrett,/players/j/jerregr01.html,11,2013,2,40,University of Arizona,2012
Rasheed Sulaimon,/players/s/sulaira01.html,12,,,,University of Maryland,2012
Ricky Ledo,/players/l/ledori01.html,13,2013,2,43,,2012
Cameron Ridley,https://www.sports-reference.com/cbb/players/cameron-ridley-1.html,14,,,,University of Texas at Austin,2012
Brandon Ashley,/players/a/ashlebr01.html,15,,,,University of Arizona,2012
Gary Harris,/players/h/harriga01.html,16,2014,1,19,Michigan State University,2012
Rodney Purvis,/players/p/purviro01.html,17,,,,University of Connecticut,2012
Dajuan Coleman,https://www.sports-reference.com/cbb/players/dajuan-coleman-1.html,18,,,,Syracuse University,2012
Sam Dekker,/players/d/dekkesa01.html,19,2015,1,18,University of Wisconsin,2012
Kris Dunn,/players/d/dunnkr01.html,20,2016,1,5,Providence College,2012
Amile Jefferson,/players/j/jeffeam01.html,21,,,,Duke University,2012
Devonta Pollard,https://www.sports-reference.com/cbb/players/devonta-pollard-1.html,22,,,,University of Houston,2012
Glenn Robinson,/players/r/robingl02.html,23,2014,2,40,University of Michigan,2012
Tony Parker,https://www.sports-reference.com/cbb/players/tony-parker-1.html,24,,,,"University of California, Los Angeles",2012
Yogi Ferrell,/players/f/ferreyo01.html,25,,,,Indiana University,2012
Mitch McGary,/players/m/mcgarmi01.html,26,2014,1,21,University of Michigan,2012
T.J. Warren,/players/w/warretj01.html,27,2014,1,14,North Carolina State University,2012
Marcus Paige,/players/p/paigema01.html,28,2016,2,55,University of North Carolina,2012
Danuel House,/players/h/houseda01.html,29,,,,Texas A&M University,2012
Robert Carter,https://www.sports-reference.com/cbb/players/robert-carter-1.html,30,,,,University of Maryland,2012
Perry Ellis,/players/e/ellispe02.html,31,,,,University of Kansas,2012
Rico Gathers,https://www.sports-reference.com/cbb/players/rico-gathers-1.html,32,,,,Baylor University,2012
Winston Shepard,https://www.sports-reference.com/cbb/players/winston-shepard-1.html,33,,,,San Diego State University,2012
Shaquille Cleare,https://www.sports-reference.com/cbb/players/shaquille-cleare-1.html,34,,,,University of Texas at Austin,2012
Shaq Goodwin,https://www.sports-reference.com/cbb/players/shaq-goodwin-1.html,35,,,,University of Memphis,2012
Katin Reinhardt,https://www.sports-reference.com/cbb/players/katin-reinhardt-1.html,36,,,,University of Southern California,2012
D'Vauntes Smith-Rivera,/players/s/smithdv01.html,37,,,,Georgetown University,2012
Willie Cauley-Stein,/players/c/caulewi01.html,38,2015,1,6,University of Kentucky,2012
Omar Calhoun,https://www.sports-reference.com/cbb/players/omar-calhoun-1.html,39,,,,University of Connecticut,2012
Brice Johnson,/players/j/johnsbr02.html,40,2016,1,25,University of North Carolina,2012
Jerami Grant,/players/g/grantje01.html,41,2014,2,39,Syracuse University,2012
Adam Woodbury,https://www.sports-reference.com/cbb/players/adam-woodbury-1.html,42,,,,University of Iowa,2012
Tyler Lewis,https://www.sports-reference.com/cbb/players/tyler-lewis-1.html,43,,,,Butler University,2012
Jeremy Hollowell,https://www.sports-reference.com/cbb/players/jeremy-hollowell-1.html,44,,,,Georgia State University,2012
Daniel Ochefu,/players/o/ochefda01.html,44,,,,Villanova University,2012
Cameron Biedscheid,https://www.sports-reference.com/cbb/players/cameron-biedscheid-1.html,46,,,,Jacksonville State University,2012
Gabe York,/players/y/yorkga01.html,47,,,,University of Arizona,2012
Justin Anderson,/players/a/anderju01.html,48,2015,1,21,University of Virginia,2012
Semaj Christon,/players/c/chrisse01.html,49,2014,2,55,Xavier University,2012
Hanner Mosquera-Perea,https://www.sports-reference.com/cbb/players/hanner-mosquera-perea-1.html,50,,,,East Tennessee State University,2012
Josh Scott,https://www.sports-reference.com/cbb/players/josh-scott-2.html,50,,,,University of Colorado,2012
Andrew White,/players/w/whitean01.html,52,,,,Syracuse University,2012
Robert Upshaw,/players/u/upsharo01.html,53,,,,University of Washington,2012
Braxton Ogbueze,https://www.sports-reference.com/cbb/players/braxton-ogbueze-1.html,54,,,,University of North Carolina at Charlotte,2012
Ryan Arcidiacono,/players/a/arcidry01.html,55,,,,Villanova University,2012
Dominic Artis,https://www.sports-reference.com/cbb/players/dominic-artis-1.html,56,,,,University of Texas at El Paso,2012
J.P. Tokoto,/players/t/tokotjp01.html,57,2015,2,58,University of North Carolina,2012
Joel James,https://www.sports-reference.com/cbb/players/joel-james-1.html,58,,,,University of North Carolina,2012
Jordan Adams,/players/a/adamsjo01.html,59,2014,1,22,"University of California, Los Angeles",2012
Montay Brandon,https://www.sports-reference.com/cbb/players/montay-brandon-1.html,60,,,,Florida State University,2012
Elijah Macon,https://www.sports-reference.com/cbb/players/elijah-macon-1.html,61,,,,West Virginia University,2012
