name,link,rank,draft_year,draft_rd,draft_pk,college,recruit_year
Jalen Coleman-Lands,https://www.sports-reference.com/cbb/players/jalen-coleman-lands-1.html,38,,,,University of Illinois at Urbana-Champaign,2015
Kerwin Roach,https://www.sports-reference.com/cbb/players/kerwin-roachjr-1.html,39,,,,University of Texas at Austin,2015
Elijah Thomas,https://www.sports-reference.com/cbb/players/elijah-thomas-1.html,40,,,,Texas A&M University,2015
Raymond Spalding,/players/s/spaldra01.html,41,2018,2,56,University of Louisville,2015
Jessie Govan,https://www.sports-reference.com/cbb/players/jessie-govan-1.html,42,,,,Georgetown University,2015
Derrick Jones,/players/j/jonesde02.html,43,,,,"University of Nevada, Las Vegas",2015
Daniel Giddens,https://www.sports-reference.com/cbb/players/daniel-giddens-1.html,44,,,,Ohio State University,2015
Dejounte Murray,/players/m/murrade01.html,45,2016,1,29,University of Washington,2015
K.J. Lawson,https://www.sports-reference.com/cbb/players/kj-lawson-1.html,46,,,,University of Memphis,2015
Eric Davis,https://www.sports-reference.com/cbb/players/eric-davisjr-1.html,47,,,,University of Texas at Austin,2015
Chance Comanche,https://www.sports-reference.com/cbb/players/chance-comanche-1.html,48,,,,University of Arizona,2015
Esa Ahmad,https://www.sports-reference.com/cbb/players/esa-ahmad-1.html,49,,,,West Virginia University,2015
Charles Matthews,https://www.sports-reference.com/cbb/players/charles-matthews-1.html,50,,,,University of Kentucky,2015
Austin Grandstaff,https://www.sports-reference.com/cbb/players/austin-grandstaff-1.html,51,,,,Ohio State University,2015
Marquese Chriss,/players/c/chrisma01.html,52,2016,1,8,University of Washington,2015
Tevin Mack,https://www.sports-reference.com/cbb/players/tevin-mack-1.html,53,,,,University of Texas at Austin,2015
Stephen Thompson,https://www.sports-reference.com/cbb/players/stephen-thompsonjr-1.html,54,,,,Oregon State University,2015
Bennie Boatwright,https://www.sports-reference.com/cbb/players/bennie-boatwright-1.html,55,,,,University of Southern California,2015
LaGerald Vick,https://www.sports-reference.com/cbb/players/lagerald-vick-1.html,56,,,,University of Kansas,2015
Brandon Sampson,/players/s/sampsbr01.html,57,,,,Louisiana State University,2015
Horace Spencer,https://www.sports-reference.com/cbb/players/horace-spencer-1.html,58,,,,Auburn University,2015
Ted Kapita,https://www.sports-reference.com/cbb/players/ted-kapita-1.html,59,,,,North Carolina State University,2015
Aaron Holiday,/players/h/holidaa01.html,60,2018,1,23,"University of California, Los Angeles",2015
Chris Clarke,https://www.sports-reference.com/cbb/players/chris-clarke-2.html,61,,,,Virginia Polytechnic Institute and State University,2015
Steve Enoch,https://www.sports-reference.com/cbb/players/steven-enoch-1.html,62,,,,University of Connecticut,2015
Justin Patton,/players/p/pattoju01.html,63,2017,1,16,Creighton University,2015
KeVaughn Allen,https://www.sports-reference.com/cbb/players/kevaughn-allen-1.html,64,,,,University of Florida,2015
Jimmy Whitt,https://www.sports-reference.com/cbb/players/jimmy-whitt-1.html,65,,,,University of Arkansas,2015
King McClure,https://www.sports-reference.com/cbb/players/king-mcclure-1.html,66,,,,Baylor University,2015
Matthew McQuaid,https://www.sports-reference.com/cbb/players/matt-mcquaid-1.html,67,,,,Michigan State University,2015
Moustapha Diagne,,68,,,,,2015
Jeremy Hemsley,https://www.sports-reference.com/cbb/players/jeremy-hemsley-1.html,68,,,,San Diego State University,2015
Danjel Purifoy,https://www.sports-reference.com/cbb/players/danjel-purifoy-1.html,68,,,,Auburn University,2015
Jamal Murray,/players/m/murraja01.html,71,2016,1,7,University of Kentucky,2015
Tyler Lydon,/players/l/lydonty01.html,72,2017,1,24,Syracuse University,2015
Doral Moore,/players/m/mooredo01.html,73,,,,Wake Forest University,2015
Thon Maker,/players/m/makerth01.html,73,2016,1,10,,2015
Noah Dickerson,https://www.sports-reference.com/cbb/players/noah-dickerson-1.html,75,,,,University of Washington,2015
Marcus LoVett,https://www.sports-reference.com/cbb/players/marcus-lovett-1.html,76,,,,St. John's University,2015
Brevin Pritzl,https://www.sports-reference.com/cbb/players/brevin-pritzl-1.html,77,,,,University of Wisconsin,2015
D.J. Williams,https://www.sports-reference.com/cbb/players/dj-williams-1.html,78,,,,University of Illinois at Urbana-Champaign,2015
Franklin Howard,https://www.sports-reference.com/cbb/players/franklin-howard-1.html,79,,,,Syracuse University,2015
Glynn Watson,https://www.sports-reference.com/cbb/players/glynn-watsonjr-1.html,80,,,,University of Nebraska,2015
Corey Sanders,https://www.sports-reference.com/cbb/players/corey-sanders-2.html,81,,,,Rutgers University,2015
Kevarrius Hayes,https://www.sports-reference.com/cbb/players/kevarrius-hayes-1.html,82,,,,University of Florida,2015
Maverick Rowan,https://www.sports-reference.com/cbb/players/maverick-rowan-1.html,83,,,,North Carolina State University,2015
Jaquan Lyle,https://www.sports-reference.com/cbb/players/jaquan-lyle-1.html,84,,,,Ohio State University,2015
Ed Morrow,https://www.sports-reference.com/cbb/players/edward-morrow-1.html,85,,,,University of Nebraska,2015
Admon Gilder,https://www.sports-reference.com/cbb/players/admon-gilder-1.html,85,,,,Texas A&M University,2015
Haanif Cheatham,https://www.sports-reference.com/cbb/players/haanif-cheatham-1.html,87,,,,Marquette University,2015
Trevor Manuel,https://www.sports-reference.com/cbb/players/trevor-manual-1.html,88,,,,University of Oregon,2015
Shake Milton,/players/m/miltosh01.html,89,2018,2,54,Southern Methodist University,2015
Kenny Williams,https://www.sports-reference.com/cbb/players/kenny-williams-3.html,90,,,,University of North Carolina,2015
Tres Tinkle,https://www.sports-reference.com/cbb/players/tres-tinkle-1.html,91,,,,Oregon State University,2015
Keith Stone,https://www.sports-reference.com/cbb/players/keith-stone-1.html,92,,,,University of Florida,2015
Marcus Derrickson,/players/d/derrima01.html,93,,,,Georgetown University,2015
Bryant Crawford,https://www.sports-reference.com/cbb/players/bryant-crawford-1.html,94,,,,Wake Forest University,2015
Justin Robinson,https://www.sports-reference.com/cbb/players/justin-robinson-3.html,95,,,,Virginia Polytechnic Institute and State University,2015
Matt Heldt,https://www.sports-reference.com/cbb/players/max-heldt-1.html,96,,,,Marquette University,2015
Moritz Wagner,/players/w/wagnemo01.html,97,2018,1,25,University of Michigan,2015
A.J. Harris,https://www.sports-reference.com/cbb/players/aj-harris-2.html,98,,,,Ohio State University,2015
Kobie Eubanks,https://www.sports-reference.com/cbb/players/kobie-eubanks-1.html,98,,,,Texas A&M University,2015
Quinndary Weatherspoon,https://www.sports-reference.com/cbb/players/quinndary-weatherspoon-1.html,98,,,,Mississippi State University,2015
