bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
johnsda04,2017-18,22,OKC,NBA,31,5.2,.564,.550,1.1,0.3,0.2,0.3,1.8,16.4,0.6,.178,0.3,0.1,
