bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary,HS
mccoyje01,1998-99,21,Seattle SuperSonics,NBA,26,12.7,.737,.500,3.0,0.2,0.4,0.8,5.1,21.1,1.4,.201,0.6,0.2,,287500,"Saint Augustine in San Diego, California"
mccoyje01,1999-00,22,Seattle SuperSonics,NBA,58,12.9,.576,.495,3.1,0.4,0.3,0.8,4.3,13.2,1.5,.099,-2.6,-0.1,,1000000,"Saint Augustine in San Diego, California"
mccoyje01,2000-01,23,Seattle SuperSonics,NBA,70,16.3,.523,.441,3.6,0.8,0.3,0.7,4.5,11.1,1.1,.045,-2.2,-0.1,,1110000,"Saint Augustine in San Diego, California"
mccoyje01,2001-02,24,Los Angeles Lakers,NBA,21,5.0,.571,.250,1.2,0.3,0.0,0.2,1.2,9.5,0.1,.050,-3.5,0.0,,565850,"Saint Augustine in San Diego, California"
mccoyje01,2002-03,25,Toronto Raptors,NBA,67,20.4,.491,.548,5.3,0.6,0.4,0.9,6.8,12.4,1.0,.035,-4.5,-0.9,,637435,"Saint Augustine in San Diego, California"
mccoyje01,2003-04,26,Cleveland Cavaliers,NBA,2,6.0,,,2.0,0.0,0.0,0.0,0.0,-3.8,0.0,-0.044,-13.3,0.0,,36643,"Saint Augustine in San Diego, California"
mccoyje01,2004-05,27,Atlanta Hawks,NBA,10,8.8,.538,.200,2.1,0.0,0.3,0.8,1.5,6.2,0.0,-0.001,-7.7,-0.1,,167418,"Saint Augustine in San Diego, California"
mccoyje01,2005-06,28,Did Not Play (other pro league—Italy),,,,,,,,,,,,,,,,,,"Saint Augustine in San Diego, California"
mccoyje01,2006-07,29,Did Not Play (other pro league—Spain),,,,,,,,,,,,,,,,,,"Saint Augustine in San Diego, California"
mccoyje01,2007-08,30,Denver Nuggets,NBA,6,5.5,1.000,.500,1.2,0.0,0.0,0.8,0.5,2.6,0.0,-0.036,-6.9,0.0,,151089,"Saint Augustine in San Diego, California"
