name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Age,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team,Salary
Mike Dunleavy,/players/d/dunlemi01.html,1977,1990,University of South Carolina,false,"Nazareth Regional in Brooklyn, New York",-1.95,0.05,dunlemi01,1976-77,PHI,11.9,0.2,.023,-4.9,-0.3,,22,NBA,32,11.2,.414,.756,1.1,1.8,0.4,0.1,4.8,PHI,
Mike Dunleavy,/players/d/dunlemi01.html,1977,1990,University of South Carolina,false,"Nazareth Regional in Brooklyn, New York",+0.43,0.22,dunlemi01,1977-78,TOT,15.9,0.1,.057,-3.1,0.0,,23,NBA,15,7.9,.400,.722,0.7,1.9,0.6,0.1,3.5,"PHI,HOU",
Mike Dunleavy,/players/d/dunlemi01.html,1977,1990,University of South Carolina,false,"Nazareth Regional in Brooklyn, New York",-0.29,2.02,dunlemi01,1978-79,HOU,14.9,3.4,.109,-1.5,0.2,,24,NBA,74,20.1,.506,.864,1.7,4.4,0.8,0.1,8.0,HOU,
Mike Dunleavy,/players/d/dunlemi01.html,1977,1990,University of South Carolina,false,"Nazareth Regional in Brooklyn, New York",-1.18,0.80,dunlemi01,1979-80,HOU,12.9,1.4,.065,-2.7,-0.2,,25,NBA,51,20.3,.464,.828,2.0,4.1,0.8,0.1,8.0,HOU,
Mike Dunleavy,/players/d/dunlemi01.html,1977,1990,University of South Carolina,false,"Nazareth Regional in Brooklyn, New York",-0.90,1.94,dunlemi01,1980-81,HOU,15.0,3.0,.091,-1.7,0.1,,26,NBA,74,21.7,.491,.839,1.6,3.6,0.9,0.0,10.5,HOU,
Mike Dunleavy,/players/d/dunlemi01.html,1977,1990,University of South Carolina,false,"Nazareth Regional in Brooklyn, New York",-0.97,1.23,dunlemi01,1981-82,HOU,13.2,2.6,.093,-1.8,0.1,,27,NBA,70,18.8,.458,.708,1.5,3.2,0.6,0.0,7.4,HOU,
Mike Dunleavy,/players/d/dunlemi01.html,1977,1990,University of South Carolina,false,"Nazareth Regional in Brooklyn, New York",-0.22,2.50,dunlemi01,1982-83,SAS,14.0,3.1,.093,-1.8,0.1,,28,NBA,79,20.5,.418,.779,1.7,5.5,0.9,0.1,7.8,SAS,
Mike Dunleavy,/players/d/dunlemi01.html,1977,1990,University of South Carolina,false,"Nazareth Regional in Brooklyn, New York",-0.13,1.16,dunlemi01,1983-84,MIL,16.4,1.4,.167,0.1,0.2,,29,NBA,17,23.8,.551,.800,1.6,4.6,0.7,0.1,11.2,MIL,
Mike Dunleavy,/players/d/dunlemi01.html,1977,1990,University of South Carolina,false,"Nazareth Regional in Brooklyn, New York",-0.28,0.59,dunlemi01,1984-85,MIL,12.3,1.0,.105,-1.5,0.1,,30,NBA,19,22.8,.474,.862,1.6,4.5,0.8,0.2,8.9,MIL,
Mike Dunleavy,/players/d/dunlemi01.html,1977,1990,University of South Carolina,false,"Nazareth Regional in Brooklyn, New York",,,dunlemi01,1985-86,Did Not Play (retired),,,,,,,31,NBA,,,,,,,,,,Did Not Play (retired),200000
Mike Dunleavy,/players/d/dunlemi01.html,1977,1990,University of South Carolina,false,"Nazareth Regional in Brooklyn, New York",,,dunlemi01,1986-87,Did Not Play (retired),,,,,,,32,,,,,,,,,,,Did Not Play (retired),
Mike Dunleavy,/players/d/dunlemi01.html,1977,1990,University of South Carolina,false,"Nazareth Regional in Brooklyn, New York",,,dunlemi01,1987-88,Did Not Play (retired),,,,,,,33,,,,,,,,,,,Did Not Play (retired),
Mike Dunleavy,/players/d/dunlemi01.html,1977,1990,University of South Carolina,false,"Nazareth Regional in Brooklyn, New York",+0.25,0.01,dunlemi01,1988-89,MIL,17.7,0.0,.189,0.1,0.0,,34,NBA,2,2.5,.500,,0.0,0.0,0.0,0.0,1.5,MIL,
Mike Dunleavy,/players/d/dunlemi01.html,1977,1990,University of South Carolina,false,"Nazareth Regional in Brooklyn, New York",-0.05,0.06,dunlemi01,1989-90,MIL,5.1,-0.1,-0.090,-11.1,-0.1,,35,NBA,5,8.6,.286,.875,0.4,2.0,0.2,0.0,3.4,MIL,
