name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Lg,Salary,Age,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team
Eddie House,/players/h/houseed01.html,2001,2011,Arizona State University,false,"Hayward in Hayward, California",-2.26,-0.04,houseed01,2000-01,MIA,11.6,0.4,.035,-5.3,-0.5,,NBA,316969,22,50,11.0,.421,.686,0.8,1.0,0.3,0.0,5.0,MIA
Eddie House,/players/h/houseed01.html,2001,2011,Arizona State University,false,"Hayward in Hayward, California",-2.42,-0.22,houseed01,2001-02,MIA,11.6,0.9,.036,-2.7,-0.2,,NBA,465850,23,64,19.2,.399,.857,1.7,1.9,0.7,0.1,8.0,MIA
Eddie House,/players/h/houseed01.html,2001,2011,Arizona State University,false,"Hayward in Hayward, California",-1.28,0.61,houseed01,2002-03,MIA,12.1,0.7,.032,-2.3,-0.1,,NBA,637435,24,55,18.6,.387,.861,1.8,1.6,0.8,0.0,7.5,MIA
Eddie House,/players/h/houseed01.html,2001,2011,Arizona State University,false,"Hayward in Hayward, California",-2.23,0.00,houseed01,2003-04,LAC,12.0,0.7,.027,-2.1,0.0,,NBA,750000,25,60,19.8,.359,.800,2.3,2.5,1.1,0.1,6.8,LAC
Eddie House,/players/h/houseed01.html,2001,2011,Arizona State University,false,"Hayward in Hayward, California",-0.66,1.00,houseed01,2004-05,TOT,15.8,1.8,.097,-1.3,0.2,,NBA,825000,26,68,13.1,.451,.852,1.2,1.4,0.6,0.1,5.8,"CHA,MIL,SAC"
Eddie House,/players/h/houseed01.html,2001,2011,Arizona State University,false,"Hayward in Hayward, California",-2.41,-0.12,houseed01,2005-06,PHO,15.2,1.6,.054,-2.4,-0.1,,NBA,835810,27,81,17.5,.422,.805,1.6,1.8,0.5,0.1,9.8,PHO
Eddie House,/players/h/houseed01.html,2001,2011,Arizona State University,false,"Hayward in Hayward, California",-2.33,-0.02,houseed01,2006-07,NJN,15.0,1.9,.094,-2.1,0.0,,NBA,1400000,28,56,16.9,.428,.917,1.6,1.2,0.5,0.1,8.4,NJN
Eddie House,/players/h/houseed01.html,2001,2011,Arizona State University,false,"Hayward in Hayward, California",-0.64,1.81,houseed01,2007-08,BOS,13.0,3.9,.127,0.8,1.1,,NBA,1500000,29,78,19.0,.409,.917,2.1,1.9,0.8,0.1,7.5,BOS
Eddie House,/players/h/houseed01.html,2001,2011,Arizona State University,false,"Hayward in Hayward, California",-0.82,1.69,houseed01,2008-09,BOS,15.4,4.9,.158,2.0,1.5,,NBA,2650000,30,81,18.3,.445,.792,1.9,1.1,0.8,0.1,8.5,BOS
Eddie House,/players/h/houseed01.html,2001,2011,Arizona State University,false,"Hayward in Hayward, California",-1.78,0.40,houseed01,2009-10,TOT,10.5,1.1,.042,-3.2,-0.4,,NBA,2862000,31,68,17.9,.380,.923,1.6,1.3,0.6,0.1,7.0,"BOS,NYK"
Eddie House,/players/h/houseed01.html,2001,2011,Arizona State University,false,"Hayward in Hayward, California",-2.16,0.09,houseed01,2010-11,MIA,11.9,2.2,.108,-1.2,0.2,,NBA,1352181,32,56,17.5,.399,.950,1.6,1.1,0.6,0.1,6.5,MIA
