bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
hudsolo01,1966-67,22,STL,NBA,80,30.6,.467,,.467,.467,.706,5.4,1.2,,,18.4,15.3,4.9,.097,,,
hudsolo01,1967-68,23,STL,NBA,46,21.0,.454,,.454,.454,.732,4.2,1.4,,,12.5,16.1,2.2,.110,,,
hudsolo01,1968-69,24,ATL,NBA,81,35.4,.492,,.492,.492,.777,6.6,2.7,,,21.9,18.7,10.1,.168,,,
hudsolo01,1969-70,25,ATL,NBA,80,38.6,.531,,.531,.531,.824,4.7,3.5,,,25.4,19.0,11.1,.172,,,All-NBA (2nd)
hudsolo01,1970-71,26,ATL,NBA,76,41.0,.484,,.484,.484,.759,5.1,3.4,,,26.8,18.2,7.9,.122,,,
hudsolo01,1971-72,27,ATL,NBA,77,39.5,.503,,.503,.503,.812,5.0,4.0,,,24.7,19.1,9.7,.154,,,
hudsolo01,1972-73,28,ATL,NBA,75,40.4,.477,,.477,.477,.825,6.2,3.4,,,27.1,19.0,9.3,.148,,,
hudsolo01,1973-74,29,ATL,NBA,65,39.8,.500,,.500,.500,.836,5.4,3.3,2.5,0.4,25.4,19.5,8.8,.164,2.9,3.2,
hudsolo01,1974-75,30,ATL,NBA,11,34.5,.431,,.431,.431,.842,4.3,3.6,1.2,0.2,22.0,17.4,0.8,.100,-0.4,0.1,
hudsolo01,1975-76,31,ATL,NBA,81,31.6,.472,,.472,.472,.814,3.7,2.6,1.5,0.2,17.0,16.8,5.9,.111,0.6,1.7,
hudsolo01,1976-77,32,ATL,NBA,58,30.1,.456,,.456,.456,.840,2.2,2.7,1.2,0.3,16.7,14.7,2.7,.074,-1.8,0.1,
hudsolo01,1977-78,33,LAL,NBA,82,27.8,.497,,.497,.497,.774,2.3,2.4,1.1,0.2,13.7,14.2,4.2,.088,-1.0,0.6,
hudsolo01,1978-79,34,LAL,NBA,78,21.6,.517,,.517,.517,.887,1.8,1.8,0.7,0.2,9.8,13.7,3.3,.095,-1.5,0.2,
