bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP
johnsbr01,2003-04,24,ORL,NBA,20,14.5,.288,.083,.340,.297,.438,2.3,0.6,0.4,0.1,2.1,2.6,-0.6,-0.096,-7.8,-0.4
johnsbr01,2004-05,25,IND,NBA,6,14.5,.273,.000,.333,.273,,1.7,0.7,0.2,0.0,2.0,0.4,-0.2,-0.087,-8.0,-0.1
