bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary,HS
millemi01,2000-01,20,Orlando Magic,NBA,82,29.1,.436,.711,4.0,1.7,0.6,0.2,11.9,13.2,5.3,.106,-0.4,1.0,,2320080,"Mitchell in Mitchell, South Dakota"
millemi01,2001-02,21,Orlando Magic,NBA,63,33.7,.438,.762,4.3,3.1,0.7,0.4,15.2,15.0,4.5,.101,0.2,1.2,,2494080,"Mitchell in Mitchell, South Dakota"
millemi01,2002-03,22,Orlando Magic,NBA,65,33.6,.434,.839,5.2,2.6,0.6,0.3,15.6,14.7,4.0,.087,-0.7,0.7,,2668080,"Mitchell in Mitchell, South Dakota"
millemi01,2002-03,22,Orlando Magic,NBA,49,37.3,.418,.847,5.8,2.8,0.7,0.3,16.4,13.9,3.0,.080,-0.8,0.5,,2668080,"Mitchell in Mitchell, South Dakota"
millemi01,2002-03,22,Orlando Magic,NBA,16,22.5,.510,.806,3.4,1.9,0.4,0.3,12.8,19.0,0.9,.124,0.0,0.2,,2668080,"Mitchell in Mitchell, South Dakota"
millemi01,2003-04,23,Memphis Grizzlies,NBA,65,27.2,.438,.723,3.3,3.6,0.9,0.2,11.1,14.9,3.9,.107,1.1,1.4,,3380457,"Mitchell in Mitchell, South Dakota"
millemi01,2004-05,24,Memphis Grizzlies,NBA,76,30.0,.505,.720,3.9,2.9,0.7,0.3,13.4,16.7,7.0,.148,3.0,2.9,,6000000,"Mitchell in Mitchell, South Dakota"
millemi01,2005-06,25,Memphis Grizzlies,NBA,74,30.6,.466,.800,5.4,2.7,0.7,0.4,13.7,17.2,7.4,.157,2.6,2.6,,6750000,"Mitchell in Mitchell, South Dakota"
millemi01,2006-07,26,Memphis Grizzlies,NBA,70,39.1,.460,.793,5.4,4.3,0.8,0.3,18.5,16.4,4.8,.085,2.1,2.8,,7623813,"Mitchell in Mitchell, South Dakota"
millemi01,2007-08,27,Memphis Grizzlies,NBA,70,35.3,.502,.774,6.7,3.4,0.5,0.2,16.4,16.1,5.0,.098,1.4,2.1,,8376194,"Mitchell in Mitchell, South Dakota"
millemi01,2008-09,28,Minnesota Timberwolves,NBA,73,32.3,.482,.732,6.6,4.5,0.4,0.4,9.9,13.8,4.2,.086,1.4,2.1,,9028575,"Mitchell in Mitchell, South Dakota"
millemi01,2009-10,29,Washington Wizards,NBA,54,33.4,.501,.824,6.2,3.9,0.7,0.2,10.9,13.9,3.9,.104,2.0,1.8,,9750000,"Mitchell in Mitchell, South Dakota"
millemi01,2010-11,30,Miami Heat,NBA,41,20.4,.401,.676,4.5,1.2,0.5,0.0,5.6,9.7,1.6,.090,-0.6,0.3,,5000000,"Mitchell in Mitchell, South Dakota"
millemi01,2011-12,31,Miami Heat,NBA,39,19.3,.435,.400,3.3,1.1,0.4,0.2,6.1,11.4,1.8,.113,-0.6,0.3,,5400000,"Mitchell in Mitchell, South Dakota"
millemi01,2012-13,32,Miami Heat,NBA,59,15.3,.433,.727,2.7,1.7,0.4,0.1,4.8,13.5,2.6,.137,0.6,0.6,,5800000,"Mitchell in Mitchell, South Dakota"
millemi01,2013-14,33,Memphis Grizzlies,NBA,82,20.8,.481,.821,2.5,1.6,0.3,0.1,7.1,12.5,3.9,.111,0.1,0.9,,1399507,"Mitchell in Mitchell, South Dakota"
millemi01,2014-15,34,Miami Heat,NBA,52,13.5,.325,.750,1.8,0.9,0.3,0.1,2.1,4.6,0.4,.028,-3.0,-0.2,,6600000,"Mitchell in Mitchell, South Dakota"
millemi01,2015-16,35,Portland Trail Blazers,NBA,47,7.9,.355,,1.1,0.9,0.3,0.1,1.3,6.5,0.3,.040,-2.7,-0.1,,2854940,"Mitchell in Mitchell, South Dakota"
millemi01,2016-17,36,Denver Nuggets,NBA,20,7.6,.391,1.000,1.9,1.1,0.1,0.0,1.4,7.6,0.1,.018,-4.1,-0.1,,3500000,"Mitchell in Mitchell, South Dakota"
