bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary
montrer01,1994-95,23,Boston Celtics,NBA,78,29.7,.534,.635,7.3,0.5,0.4,0.8,10.0,12.1,4.1,.084,-2.2,-0.1,,800000
montrer01,1995-96,24,Boston Celtics,NBA,61,23.5,.566,.376,5.8,0.7,0.3,0.5,7.2,10.6,1.3,.044,-3.2,-0.4,,1040000
montrer01,1996-97,25,Dallas Mavericks,NBA,78,23.4,.456,.339,6.6,0.8,0.3,0.9,4.3,8.8,1.4,.036,-3.0,-0.5,,1280000
montrer01,1996-97,25,Dallas Mavericks,NBA,47,20.9,.460,.294,5.0,0.7,0.2,0.7,3.9,6.6,0.1,.005,-4.6,-0.7,,1280000
montrer01,1996-97,25,Dallas Mavericks,NBA,31,27.2,.451,.393,9.1,0.9,0.4,1.3,5.1,11.3,1.3,.072,-1.2,0.2,,1280000
montrer01,1997-98,26,Philadelphia 76ers,NBA,48,14.4,.424,.400,4.1,0.2,0.3,0.6,2.9,8.0,0.7,.049,-5.0,-0.5,,1520000
montrer01,1997-98,26,Philadelphia 76ers,NBA,20,16.9,.395,.368,4.6,0.4,0.4,0.6,3.4,6.7,0.1,.015,-5.8,-0.3,,1520000
montrer01,1997-98,26,Philadelphia 76ers,NBA,28,12.6,.456,.429,3.8,0.1,0.2,0.5,2.5,9.4,0.6,.082,-4.3,-0.2,,1520000
montrer01,1998-99,27,Detroit Pistons,NBA,46,12.5,.525,.344,3.0,0.3,0.3,0.6,2.1,9.1,1.3,.106,-0.7,0.2,,1760000
montrer01,1999-00,28,Detroit Pistons,NBA,51,6.5,.309,.500,1.4,0.1,0.1,0.2,0.8,0.2,-0.4,-0.058,-7.8,-0.5,,2000000
montrer01,2000-01,29,Detroit Pistons,NBA,54,12.0,.406,.258,3.2,0.4,0.2,0.5,2.2,5.4,0.0,-0.001,-5.2,-0.5,,2240000
montrer01,2000-01,29,Detroit Pistons,NBA,42,13.5,.413,.269,3.4,0.4,0.2,0.5,2.5,5.0,-0.1,-0.006,-5.4,-0.5,,2240000
montrer01,2000-01,29,Detroit Pistons,NBA,12,6.8,.353,.200,2.4,0.3,0.3,0.3,1.1,8.1,0.0,.028,-3.6,0.0,,2240000
montrer01,2001-02,30,Toronto Raptors,NBA,49,13.4,.402,.323,2.9,0.3,0.2,0.5,2.4,5.8,0.2,.015,-5.6,-0.6,,2480000
