bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,HS,Salary
persoch01,1986-87,22,IND,NBA,82,36.0,.468,.747,8.3,3.6,1.1,0.2,18.8,15.6,5.4,.088,1.1,2.3,,"Brantley in Brantley, Alabama",
persoch01,1987-88,23,Indiana Pacers,NBA,79,35.5,.459,.670,6.8,3.9,0.9,0.1,17.0,13.9,3.3,.057,0.6,1.9,,"Brantley in Brantley, Alabama",565660
persoch01,1988-89,24,Indiana Pacers,NBA,80,37.7,.489,.792,6.5,3.6,1.0,0.2,21.6,15.2,3.0,.048,-0.1,1.5,,"Brantley in Brantley, Alabama",644166
persoch01,1989-90,25,IND,NBA,77,35.2,.487,.781,5.8,3.0,0.7,0.3,19.7,16.6,5.4,.096,0.2,1.5,,"Brantley in Brantley, Alabama",
persoch01,1990-91,26,Indiana Pacers,NBA,80,32.1,.504,.721,5.2,3.0,0.7,0.2,18.4,16.1,3.9,.073,-0.5,0.9,,"Brantley in Brantley, Alabama",2150000
persoch01,1991-92,27,Indiana Pacers,NBA,81,36.1,.480,.675,5.3,4.7,0.8,0.2,18.5,14.5,4.6,.075,0.4,1.8,,"Brantley in Brantley, Alabama",2156000
persoch01,1992-93,28,Minnesota Timberwolves,NBA,78,38.3,.433,.649,5.6,4.4,0.9,0.4,16.8,12.2,0.0,.000,-1.7,0.2,,"Brantley in Brantley, Alabama",2156000
persoch01,1993-94,29,Minnesota Timberwolves,NBA,77,26.4,.422,.759,3.3,2.4,0.6,0.2,11.6,11.7,1.2,.028,-2.4,-0.2,,"Brantley in Brantley, Alabama",2156000
persoch01,1994-95,30,San Antonio Spurs,NBA,81,25.1,.423,.647,3.2,1.3,0.6,0.1,10.8,11.5,3.6,.085,-0.2,0.9,,"Brantley in Brantley, Alabama",1300000
persoch01,1995-96,31,San Antonio Spurs,NBA,80,26.6,.437,.644,5.2,1.3,0.6,0.3,10.9,13.6,5.5,.125,1.9,2.1,,"Brantley in Brantley, Alabama",1690000
persoch01,1996-97,32,San Antonio Spurs,NBA,,,,,,,,,,,,,,,,"Brantley in Brantley, Alabama",2060000
persoch01,1997-98,33,San Antonio Spurs,NBA,61,23.9,.359,.757,3.3,1.4,0.5,0.2,6.7,8.3,2.1,.068,-0.9,0.4,,"Brantley in Brantley, Alabama",2470000
persoch01,1998-99,34,Chicago Bulls,NBA,50,19.8,.388,.750,2.6,1.2,0.4,0.2,6.1,9.6,0.9,.043,-2.3,-0.1,,"Brantley in Brantley, Alabama",2860000
persoch01,1999-00,35,Seattle SuperSonics,NBA,37,9.2,.301,.500,1.4,0.6,0.1,0.1,2.8,5.2,-0.1,-0.007,-5.9,-0.3,,"Brantley in Brantley, Alabama",510000
