bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary,HS
martike02,2004-05,21,Sacramento Kings,NBA,45,10.1,.385,.655,1.3,0.5,0.4,0.1,2.9,8.7,0.1,.016,-5.0,-0.3,,872040,"Zanesville in Zanesville, Ohio"
martike02,2005-06,22,Sacramento Kings,NBA,72,26.6,.480,.847,3.6,1.3,0.8,0.1,10.8,14.8,5.5,.137,0.1,1.0,,937440,"Zanesville in Zanesville, Ohio"
martike02,2006-07,23,Sacramento Kings,NBA,80,35.2,.473,.844,4.3,2.2,1.2,0.1,20.2,20.1,10.2,.173,2.4,3.2,,1002840,"Zanesville in Zanesville, Ohio"
martike02,2007-08,24,Sacramento Kings,NBA,61,36.3,.456,.869,4.5,2.1,1.0,0.1,23.7,21.0,8.4,.183,1.1,1.7,,1808121,"Zanesville in Zanesville, Ohio"
martike02,2008-09,25,Sacramento Kings,NBA,51,38.2,.420,.867,3.6,2.7,1.2,0.2,24.6,19.2,4.7,.117,-0.3,0.8,,8760335,"Zanesville in Zanesville, Ohio"
martike02,2009-10,26,Houston Rockets,NBA,46,35.5,.417,.876,3.6,2.4,1.0,0.1,20.6,17.0,4.2,.123,-0.7,0.5,,10180170,"Zanesville in Zanesville, Ohio"
martike02,2009-10,26,Houston Rockets,NBA,22,35.2,.398,.819,4.3,2.6,1.0,0.2,19.8,17.0,1.9,.116,-0.4,0.3,,10180170,"Zanesville in Zanesville, Ohio"
martike02,2009-10,26,Houston Rockets,NBA,24,35.8,.435,.924,2.9,2.3,1.0,0.1,21.3,17.1,2.3,.129,-1.0,0.2,,10180170,"Zanesville in Zanesville, Ohio"
martike02,2010-11,27,Houston Rockets,NBA,80,32.5,.436,.888,3.2,2.5,1.0,0.2,23.5,21.4,9.5,.175,1.6,2.3,,11100005,"Zanesville in Zanesville, Ohio"
martike02,2011-12,28,Houston Rockets,NBA,40,31.6,.413,.894,2.7,2.8,0.7,0.1,17.1,16.5,3.3,.125,0.2,0.7,,11519840,"Zanesville in Zanesville, Ohio"
martike02,2012-13,29,Oklahoma City Thunder,NBA,77,27.7,.450,.890,2.3,1.4,0.9,0.1,14.0,16.0,7.0,.157,0.5,1.3,,12439675,"Zanesville in Zanesville, Ohio"
martike02,2013-14,30,Minnesota Timberwolves,NBA,68,32.0,.430,.891,3.0,1.8,1.0,0.1,19.1,16.3,5.3,.117,-0.6,0.8,,6500000,"Zanesville in Zanesville, Ohio"
martike02,2014-15,31,Minnesota Timberwolves,NBA,39,33.4,.427,.881,3.6,2.3,0.8,0.0,20.0,16.7,1.9,.069,-2.1,0.0,,6792500,"Zanesville in Zanesville, Ohio"
martike02,2015-16,32,Minnesota Timberwolves,NBA,55,19.9,.372,.890,2.0,1.1,0.5,0.1,9.3,11.5,1.2,.054,-4.5,-0.7,,7085000,"Zanesville in Zanesville, Ohio"
martike02,2015-16,32,Minnesota Timberwolves,NBA,39,21.4,.377,.880,2.1,1.2,0.4,0.0,10.6,11.9,0.8,.045,-5.2,-0.7,,7085000,"Zanesville in Zanesville, Ohio"
martike02,2015-16,32,Minnesota Timberwolves,NBA,16,16.3,.353,.933,1.8,0.8,0.6,0.1,6.2,10.1,0.4,.082,-2.4,0.0,,7085000,"Zanesville in Zanesville, Ohio"
