bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,HS,Salary
anderri01,1982-83,22,SDC,NBA,78,16.3,.404,.696,3.5,1.5,0.7,0.3,5.2,10.4,0.5,.017,-2.6,-0.2,,"Rancho Alamitos in Garden Grove, California",
anderri01,1983-84,23,DEN,NBA,78,17.7,.426,.773,5.2,2.5,0.6,0.4,8.5,14.6,1.3,.044,-1.5,0.2,,"Rancho Alamitos in Garden Grove, California",
anderri01,1984-85,24,Did Not Play (other pro league—Italy),,,,,,,,,,,,,,,,,"Rancho Alamitos in Garden Grove, California",
anderri01,1985-86,25,Did Not Play (other pro league—Italy),,,,,,,,,,,,,,,,,"Rancho Alamitos in Garden Grove, California",
anderri01,1986-87,26,HOU,NBA,51,6.1,.424,.759,1.5,0.6,0.1,0.1,2.8,13.6,0.5,.082,-2.9,-0.1,,"Rancho Alamitos in Garden Grove, California",
anderri01,1987-88,27,Portland Trail Blazers,NBA,74,18.2,.390,.753,4.1,1.5,0.7,0.2,6.1,11.1,2.3,.082,-0.2,0.6,,"Rancho Alamitos in Garden Grove, California",150000
anderri01,1987-88,27,Portland Trail Blazers,NBA,12,4.4,.423,.800,1.4,0.3,0.1,0.0,2.7,22.9,0.3,.253,4.7,0.1,,"Rancho Alamitos in Garden Grove, California",150000
anderri01,1987-88,27,Portland Trail Blazers,NBA,62,20.9,.387,.750,4.6,1.7,0.8,0.3,6.7,10.7,2.0,.075,-0.4,0.5,,"Rancho Alamitos in Garden Grove, California",150000
anderri01,1988-89,28,Portland Trail Blazers,NBA,72,15.0,.417,.842,3.2,1.4,0.6,0.2,5.2,12.0,2.1,.093,-0.7,0.4,,"Rancho Alamitos in Garden Grove, California",375000
anderri01,1989-90,29,CHH,NBA,54,11.2,.417,.783,2.4,1.0,0.4,0.2,4.3,13.3,1.0,.077,-0.1,0.3,,"Rancho Alamitos in Garden Grove, California",
