name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Age,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team
Mo Layton,/players/l/laytomo01.html,1972,1978,University of Southern California,false,"Weequahic in Newark, New Jersey",-0.54,0.88,laytomo01,1976-77,NYK,14.5,1.1,.068,-3.2,-0.2,,28,NBA,56,13.7,.484,.795,0.8,2.8,0.4,0.1,5.8,NYK
Mo Layton,/players/l/laytomo01.html,1972,1978,University of Southern California,false,"Weequahic in Newark, New Jersey",-2.10,0.03,laytomo01,1977-78,SAS,11.6,0.3,.031,-5.6,-0.5,,29,NBA,41,12.1,.506,.923,0.8,2.6,0.5,0.1,4.4,SAS
