bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary,HS
cookbr01,2003-04,23,Los Angeles Lakers,NBA,35,12.6,.475,.750,2.9,0.6,0.5,0.5,4.4,14.0,1.1,.122,-1.1,0.1,,903360,"Lincoln in Lincoln, Illinois"
cookbr01,2004-05,24,Los Angeles Lakers,NBA,72,15.1,.417,.757,3.0,0.5,0.3,0.4,6.4,14.1,2.0,.088,-2.3,-0.1,,971160,"Lincoln in Lincoln, Illinois"
cookbr01,2005-06,25,Los Angeles Lakers,NBA,81,19.0,.511,.832,3.4,0.9,0.5,0.4,7.9,15.6,4.5,.142,-0.7,0.5,,1038960,"Lincoln in Lincoln, Illinois"
cookbr01,2006-07,26,Los Angeles Lakers,NBA,65,15.7,.453,.723,3.3,1.0,0.4,0.4,6.9,14.8,1.8,.083,-1.9,0.0,,1817141,"Lincoln in Lincoln, Illinois"
cookbr01,2007-08,27,Orlando Magic,NBA,51,12.3,.376,.905,2.1,0.5,0.3,0.2,4.7,8.6,0.4,.029,-3.7,-0.3,,3500000,"Lincoln in Lincoln, Illinois"
cookbr01,2007-08,27,Orlando Magic,NBA,6,11.7,.190,1.000,1.7,0.5,0.3,0.0,2.3,1.2,-0.1,-0.087,-8.3,-0.1,,3500000,"Lincoln in Lincoln, Illinois"
cookbr01,2007-08,27,Orlando Magic,NBA,45,12.4,.394,.882,2.2,0.5,0.2,0.3,5.0,9.5,0.5,.044,-3.1,-0.2,,3500000,"Lincoln in Lincoln, Illinois"
cookbr01,2008-09,28,Houston Rockets,NBA,30,5.7,.368,.833,1.1,0.2,0.1,0.1,2.5,7.6,0.0,-0.001,-6.9,-0.2,,3500000,"Lincoln in Lincoln, Illinois"
cookbr01,2008-09,28,Houston Rockets,NBA,21,7.0,.383,.833,1.3,0.2,0.1,0.0,3.0,7.6,0.1,.019,-6.5,-0.2,,3500000,"Lincoln in Lincoln, Illinois"
cookbr01,2008-09,28,Houston Rockets,NBA,9,2.8,.313,,0.6,0.1,0.0,0.3,1.3,7.4,-0.1,-0.120,-9.8,0.0,,3500000,"Lincoln in Lincoln, Illinois"
cookbr01,2009-10,29,Houston Rockets,NBA,15,2.9,.304,.714,0.6,0.1,0.0,0.1,1.4,2.4,-0.2,-0.191,-15.8,-0.2,,3500000,"Lincoln in Lincoln, Illinois"
cookbr01,2010-11,30,Los Angeles Clippers,NBA,40,11.2,.424,.625,2.4,0.4,0.3,0.3,4.8,11.6,0.6,.064,-3.5,-0.2,,1146337,"Lincoln in Lincoln, Illinois"
cookbr01,2011-12,31,Los Angeles Clippers,NBA,32,8.6,.316,.900,2.0,0.3,0.2,0.2,2.5,5.8,-0.1,-0.011,-6.9,-0.3,,1223166,"Lincoln in Lincoln, Illinois"
cookbr01,2011-12,31,Los Angeles Clippers,NBA,16,7.6,.224,1.000,1.4,0.1,0.1,0.3,1.9,0.0,-0.2,-0.098,-10.5,-0.3,,1223166,"Lincoln in Lincoln, Illinois"
cookbr01,2011-12,31,Los Angeles Clippers,NBA,16,9.7,.408,.833,2.5,0.5,0.3,0.1,3.1,10.4,0.2,.058,-4.0,-0.1,,1223166,"Lincoln in Lincoln, Illinois"
