bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
jacksph01,1967-68,22,NYK,NBA,75,14.6,.400,,.400,.400,.589,4.5,0.7,,,6.2,10.6,0.5,.024,,,
jacksph01,1968-69,23,NYK,NBA,47,19.7,.429,,.429,.429,.672,5.2,0.9,,,7.1,10.6,1.7,.087,,,
jacksph01,1969-70,24,Did Not Play (injury—back),,,,,,,,,,,,,,,,,,,
jacksph01,1970-71,25,NYK,NBA,71,10.9,.449,,.449,.449,.714,3.4,0.4,,,4.7,13.2,2.5,.159,,,
jacksph01,1971-72,26,NYK,NBA,80,15.9,.440,,.440,.440,.732,4.1,0.9,,,7.2,13.7,3.2,.121,,,
jacksph01,1972-73,27,NYK,NBA,80,17.4,.443,,.443,.443,.790,4.3,1.2,,,8.1,14.8,4.2,.146,,,
jacksph01,1973-74,28,NYK,NBA,82,25.0,.477,,.477,.477,.776,5.8,1.6,0.5,0.8,11.1,15.0,5.6,.131,0.4,1.3,
jacksph01,1974-75,29,NYK,NBA,78,29.3,.455,,.455,.455,.763,7.7,1.7,1.1,0.7,10.8,13.7,4.8,.102,0.2,1.3,
jacksph01,1975-76,30,NYK,NBA,80,18.3,.478,,.478,.478,.733,4.3,1.3,0.5,0.3,6.0,11.8,2.5,.082,-0.6,0.5,
jacksph01,1976-77,31,NYK,NBA,76,13.6,.440,,.440,.440,.718,3.0,1.1,0.4,0.2,3.4,9.4,0.9,.043,-1.8,0.1,
jacksph01,1977-78,32,NYK,NBA,63,10.4,.478,,.478,.478,.768,1.7,0.7,0.5,0.2,2.4,8.1,0.8,.058,-1.9,0.0,
jacksph01,1978-79,33,NJN,NBA,59,18.1,.475,,.475,.475,.819,3.0,1.4,0.8,0.4,6.3,10.7,1.9,.086,-1.4,0.2,
jacksph01,1979-80,34,NJN,NBA,16,12.1,.630,.000,.659,.630,.700,1.5,0.8,0.3,0.3,4.1,10.7,0.5,.121,-1.1,0.0,
