bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP
smithch04,1997-98,22,"MIA,LAC",NBA,34,8.6,.392,.319,.436,.452,.545,0.8,0.6,0.4,0.2,3.5,9.8,-0.3,-0.057,-5.9,-0.3
smithch04,1998-99,23,LAC,NBA,23,13.8,.361,.212,.438,.397,.438,1.0,0.6,0.7,0.6,3.7,7.1,-0.5,-0.069,-4.2,-0.2
smithch04,1999-00,24,Did Not Play (other pro league—CBA),,,,,,,,,,,,,,,,,,
smithch04,2000-01,25,Did Not Play (other pro league—Italy),,,,,,,,,,,,,,,,,,
smithch04,2001-02,26,SAS,NBA,60,19.0,.425,.267,.495,.466,.646,2.2,1.3,0.9,0.7,7.4,13.2,2.0,.085,0.3,0.7
smithch04,2002-03,27,POR,NBA,3,4.3,.250,.000,.333,.250,.750,0.0,0.3,0.3,0.0,1.7,5.9,0.0,.007,-10.0,0.0
smithch04,2003-04,28,Did Not Play (other pro league—Greece),,,,,,,,,,,,,,,,,,
smithch04,2004-05,29,Did Not Play (other pro league—Italy),,,,,,,,,,,,,,,,,,
smithch04,2005-06,30,"POR,DEN",NBA,22,9.5,.417,.395,.441,.521,.625,0.7,0.4,0.2,0.3,3.6,12.0,0.3,.060,-2.6,0.0
