bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary,HS
overtdo01,1992-93,23,Washington Bullets,NBA,45,22.0,.471,.728,2.4,3.5,0.7,0.1,8.1,11.8,0.6,.028,-4.0,-0.5,,140000,"Dobbins Technical in Philadelphia, Pennsylvania"
overtdo01,1993-94,24,Washington Bullets,NBA,61,12.3,.403,.827,1.1,1.5,0.3,0.0,3.6,8.4,-0.4,-0.028,-6.9,-0.9,,500000,"Dobbins Technical in Philadelphia, Pennsylvania"
overtdo01,1994-95,25,Washington Bullets,NBA,82,20.8,.416,.872,1.7,3.0,0.6,0.0,7.0,11.6,1.7,.048,-3.7,-0.7,,550000,"Dobbins Technical in Philadelphia, Pennsylvania"
overtdo01,1995-96,26,Denver Nuggets,NBA,55,11.0,.376,.727,1.1,1.9,0.2,0.1,3.3,9.9,0.2,.020,-6.1,-0.6,,600000,"Dobbins Technical in Philadelphia, Pennsylvania"
overtdo01,1996-97,27,Philadelphia 76ers,NBA,61,10.4,.426,.938,1.1,1.7,0.4,0.0,3.6,13.2,0.9,.065,-4.6,-0.4,,247500,"Dobbins Technical in Philadelphia, Pennsylvania"
overtdo01,1997-98,28,Philadelphia 76ers,NBA,23,12.0,.381,.875,0.6,1.6,0.3,0.0,2.7,5.2,-0.2,-0.035,-8.8,-0.5,,326700,"Dobbins Technical in Philadelphia, Pennsylvania"
overtdo01,1998-99,29,Philadelphia 76ers,NBA,24,10.2,.429,.900,0.9,1.0,0.2,0.0,3.8,10.8,0.1,.023,-6.0,-0.2,,600000,"Dobbins Technical in Philadelphia, Pennsylvania"
overtdo01,1998-99,29,Philadelphia 76ers,NBA,6,5.5,.500,1.000,0.3,0.5,0.2,0.0,3.0,19.0,0.1,.185,-2.8,0.0,,600000,"Dobbins Technical in Philadelphia, Pennsylvania"
overtdo01,1998-99,29,Philadelphia 76ers,NBA,8,21.8,.439,.857,2.1,2.0,0.4,0.1,8.0,10.6,0.0,.012,-5.6,-0.2,,600000,"Dobbins Technical in Philadelphia, Pennsylvania"
overtdo01,1998-99,29,Philadelphia 76ers,NBA,10,3.7,.333,,0.2,0.4,0.1,0.0,1.0,4.5,-0.1,-0.069,-10.7,-0.1,,600000,"Dobbins Technical in Philadelphia, Pennsylvania"
overtdo01,1999-00,30,Boston Celtics,NBA,48,9.0,.396,.952,0.7,1.1,0.2,0.0,3.2,10.5,0.4,.047,-5.5,-0.4,,492000,"Dobbins Technical in Philadelphia, Pennsylvania"
overtdo01,2000-01,31,Boston Celtics,NBA,21,22.6,.374,.625,1.9,3.4,0.4,0.0,6.0,7.5,-0.3,-0.026,-7.2,-0.6,,548500,"Dobbins Technical in Philadelphia, Pennsylvania"
overtdo01,2000-01,31,Boston Celtics,NBA,7,20.6,.341,.636,2.1,2.7,0.6,0.0,5.4,5.1,-0.2,-0.075,-9.0,-0.3,,548500,"Dobbins Technical in Philadelphia, Pennsylvania"
overtdo01,2000-01,31,Boston Celtics,NBA,2,7.5,1.000,,0.0,0.0,0.5,0.0,2.0,1.9,0.0,-0.126,-7.5,0.0,,548500,"Dobbins Technical in Philadelphia, Pennsylvania"
overtdo01,2000-01,31,Boston Celtics,NBA,12,26.3,.376,.600,2.0,4.4,0.3,0.0,6.9,8.9,0.0,.001,-6.4,-0.4,,548500,"Dobbins Technical in Philadelphia, Pennsylvania"
overtdo01,2001-02,32,LAC,NBA,18,7.2,.318,.571,0.7,0.7,0.2,0.1,2.2,4.8,-0.2,-0.077,-7.4,-0.2,,,"Dobbins Technical in Philadelphia, Pennsylvania"
overtdo01,2002-03,33,Did Not Play (other pro league—CBA),,,,,,,,,,,,,,,,,,"Dobbins Technical in Philadelphia, Pennsylvania"
overtdo01,2003-04,34,Los Angeles Clippers,NBA,61,16.9,.404,.742,1.4,2.3,0.4,0.0,3.7,7.5,-0.3,-0.016,-6.1,-1.1,,591454,"Dobbins Technical in Philadelphia, Pennsylvania"
overtdo01,2003-04,34,Los Angeles Clippers,NBA,6,3.7,.375,1.000,0.2,0.7,0.2,0.0,1.3,8.8,0.0,.026,-9.5,0.0,,591454,"Dobbins Technical in Philadelphia, Pennsylvania"
overtdo01,2003-04,34,Los Angeles Clippers,NBA,55,18.4,.405,.724,1.5,2.4,0.5,0.0,3.9,7.4,-0.4,-0.017,-6.0,-1.0,,591454,"Dobbins Technical in Philadelphia, Pennsylvania"
