name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Salary,Lg,Age,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team
Jordan Sibert,/players/s/siberjo01.html,2019,2019,"Ohio State University, University of Dayton",true,"Princeton in Sharonville, Ohio",,,siberjo01,2018-19,ATL,29.7,0.0,.183,6.3,0.0,,47371,NBA,26,1,4.0,1.000,,0.0,0.0,0.0,0.0,3.0,ATL
