bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary
morrima03,2011-12,22,Houston Rockets,NBA,17,7.4,.296,.750,0.9,0.2,0.1,0.1,2.4,3.8,-0.2,-0.083,-10.0,-0.3,,1823280
morrima03,2012-13,23,Phoenix Suns,NBA,77,19.8,.422,.564,3.6,0.8,0.6,0.3,7.7,11.3,1.8,.058,-1.9,0.0,,1959960
morrima03,2012-13,23,Phoenix Suns,NBA,54,21.4,.428,.653,4.1,0.9,0.5,0.3,8.6,12.1,2.0,.084,-1.1,0.3,,1959960
morrima03,2012-13,23,Phoenix Suns,NBA,23,16.1,.405,.405,2.5,0.7,0.8,0.2,5.7,8.6,-0.2,-0.022,-4.7,-0.2,,1959960
morrima03,2013-14,24,Phoenix Suns,NBA,82,22.0,.442,.761,3.9,1.1,0.9,0.2,9.7,14.8,4.2,.111,0.2,1.0,,1987320
morrima03,2014-15,25,Phoenix Suns,NBA,81,25.2,.434,.628,4.8,1.6,0.8,0.2,10.4,13.7,4.0,.093,-0.4,0.8,,2943221
morrima03,2015-16,26,Detroit Pistons,NBA,80,35.7,.434,.749,5.1,2.5,0.8,0.3,14.1,12.7,5.4,.091,0.7,2.0,,5000000
morrima03,2016-17,27,Detroit Pistons,NBA,79,32.5,.418,.784,4.6,2.0,0.7,0.3,14.0,12.4,3.9,.072,-0.5,1.0,,4625000
morrima03,2017-18,28,Boston Celtics,NBA,54,26.8,.429,.805,5.4,1.3,0.6,0.2,13.6,14.5,3.2,.108,-1.7,0.1,,5000000
morrima03,2018-19,29,BOS,NBA,4,23.0,.472,.875,6.3,0.8,0.5,0.3,11.8,14.2,0.3,.160,-1.4,0.0,,
