name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Age,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team,Salary
Bill Cartwright,/players/c/cartwbi01.html,1980,1995,University of San Francisco,false,"Elk Grove in Elk Grove, California",+0.68,6.30,cartwbi01,1979-80,NYK,17.9,9.7,.148,0.6,2.1,,22,NBA,82,38.4,.547,.797,8.9,2.0,0.6,1.2,21.7,NYK,
Bill Cartwright,/players/c/cartwbi01.html,1980,1995,University of San Francisco,false,"Elk Grove in Elk Grove, California",+1.32,7.28,cartwbi01,1980-81,NYK,18.4,10.0,.164,0.5,1.8,,23,NBA,82,35.7,.554,.788,7.5,1.4,0.6,1.0,20.1,NYK,
Bill Cartwright,/players/c/cartwbi01.html,1980,1995,University of San Francisco,false,"Elk Grove in Elk Grove, California",-0.16,2.95,cartwbi01,1981-82,NYK,16.3,5.0,.116,-0.7,0.7,,24,NBA,72,28.6,.562,.763,5.8,1.2,0.7,0.9,14.4,NYK,
Bill Cartwright,/players/c/cartwbi01.html,1980,1995,University of San Francisco,false,"Elk Grove in Elk Grove, California",+3.04,9.72,cartwbi01,1982-83,NYK,19.0,10.1,.197,3.7,3.6,,25,NBA,82,30.1,.566,.744,7.2,1.7,0.5,1.5,15.7,NYK,
Bill Cartwright,/players/c/cartwbi01.html,1980,1995,University of San Francisco,false,"Elk Grove in Elk Grove, California",+2.66,9.68,cartwbi01,1983-84,NYK,18.5,9.8,.189,2.5,2.8,,26,NBA,77,32.3,.561,.805,8.4,1.4,0.6,1.3,17.0,NYK,
Bill Cartwright,/players/c/cartwbi01.html,1980,1995,University of San Francisco,false,"Elk Grove in Elk Grove, California",,,cartwbi01,1984-85,Did Not Play (injury—foot),,,,,,,27,NBA,,,,,,,,,,Did Not Play (injury—foot),600000
Bill Cartwright,/players/c/cartwbi01.html,1980,1995,University of San Francisco,false,"Elk Grove in Elk Grove, California",+0.79,0.08,cartwbi01,1985-86,NYK,8.9,0.0,-0.016,-4.5,0.0,,28,NBA,2,18.0,.429,.600,5.0,2.5,0.5,0.5,6.0,NYK,925000
Bill Cartwright,/players/c/cartwbi01.html,1980,1995,University of San Francisco,false,"Elk Grove in Elk Grove, California",-0.38,2.56,cartwbi01,1986-87,NYK,17.1,5.8,.140,0.8,1.4,,29,NBA,58,34.3,.531,.790,7.7,1.7,0.7,0.4,17.5,NYK,
Bill Cartwright,/players/c/cartwbi01.html,1980,1995,University of San Francisco,false,"Elk Grove in Elk Grove, California",+0.47,3.27,cartwbi01,1987-88,NYK,17.8,6.4,.183,0.9,1.2,,30,NBA,82,20.4,.544,.798,4.7,1.0,0.5,0.5,11.1,NYK,1135000
Bill Cartwright,/players/c/cartwbi01.html,1980,1995,University of San Francisco,false,"Elk Grove in Elk Grove, California",-2.45,-0.28,cartwbi01,1988-89,CHI,11.0,2.1,.042,-4.8,-1.7,,31,NBA,78,29.9,.475,.766,6.7,1.2,0.3,0.5,12.4,CHI,1225000
Bill Cartwright,/players/c/cartwbi01.html,1980,1995,University of San Francisco,false,"Elk Grove in Elk Grove, California",-1.60,1.28,cartwbi01,1989-90,CHI,12.8,4.5,.100,-1.7,0.2,,32,NBA,71,30.4,.488,.811,6.5,2.0,0.5,0.5,11.4,CHI,1320000
Bill Cartwright,/players/c/cartwbi01.html,1980,1995,University of San Francisco,false,"Elk Grove in Elk Grove, California",-1.13,2.21,cartwbi01,1990-91,CHI,11.5,4.2,.089,-1.6,0.2,,33,NBA,79,28.8,.490,.697,6.2,1.6,0.4,0.2,9.6,CHI,1100000
Bill Cartwright,/players/c/cartwbi01.html,1980,1995,University of San Francisco,false,"Elk Grove in Elk Grove, California",-1.45,1.20,cartwbi01,1991-92,CHI,10.9,2.5,.082,-2.7,-0.3,,34,NBA,64,23.0,.467,.604,5.1,1.4,0.3,0.2,8.0,CHI,2000000
Bill Cartwright,/players/c/cartwbi01.html,1980,1995,University of San Francisco,false,"Elk Grove in Elk Grove, California",-2.23,0.10,cartwbi01,1992-93,CHI,8.3,1.2,.048,-4.3,-0.7,,35,NBA,63,19.9,.411,.735,3.7,1.3,0.3,0.2,5.6,CHI,2200000
Bill Cartwright,/players/c/cartwbi01.html,1980,1995,University of San Francisco,false,"Elk Grove in Elk Grove, California",-1.97,0.16,cartwbi01,1993-94,CHI,10.1,1.3,.077,-3.2,-0.2,,36,NBA,42,18.6,.513,.684,3.6,1.4,0.2,0.2,5.6,CHI,2400000
Bill Cartwright,/players/c/cartwbi01.html,1980,1995,University of San Francisco,false,"Elk Grove in Elk Grove, California",-3.71,-0.39,cartwbi01,1994-95,SEA,4.0,0.2,.021,-5.5,-0.4,,37,NBA,29,14.8,.391,.625,3.0,0.3,0.2,0.1,2.4,SEA,1502000
