bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,Award
kellyry01,2013-14,22,LAL,NBA,59,22.2,.423,.338,.476,.488,.815,3.7,1.6,0.5,0.8,8.0,
kellyry01,2014-15,23,LAL,NBA,52,23.7,.337,.336,.337,.409,.832,2.8,1.8,0.6,0.5,6.4,
kellyry01,2015-16,24,LAL,NBA,36,13.1,.369,.135,.446,.386,.685,3.4,0.6,0.4,0.3,4.2,
kellyry01,2016-17,25,ATL,NBA,16,6.9,.286,.400,.222,.357,.833,1.1,0.5,0.3,0.3,1.6,
