bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary
asikom01,2010-11,24,Chicago Bulls,NBA,82,12.1,.553,.503,3.7,0.4,0.2,0.7,2.8,11.8,2.7,.130,-0.5,0.4,,1721000
asikom01,2011-12,25,Chicago Bulls,NBA,66,14.7,.506,.456,5.3,0.5,0.5,1.0,3.1,13.4,2.6,.129,1.1,0.8,,1857500
asikom01,2012-13,26,Houston Rockets,NBA,82,30.0,.541,.562,11.7,0.9,0.6,1.1,10.1,14.9,5.5,.108,-1.3,0.5,,8374646
asikom01,2013-14,27,Houston Rockets,NBA,48,20.2,.532,.619,7.9,0.5,0.3,0.8,5.8,14.0,2.4,.121,-2.4,-0.1,,8374646
asikom01,2014-15,28,New Orleans Pelicans,NBA,76,26.1,.517,.582,9.8,0.9,0.4,0.7,7.3,15.5,5.0,.120,-0.7,0.6,,8374646
asikom01,2015-16,29,New Orleans Pelicans,NBA,68,17.3,.533,.545,6.1,0.4,0.3,0.3,4.0,11.0,1.7,.070,-4.2,-0.7,,11000000
asikom01,2016-17,30,New Orleans Pelicans,NBA,31,15.5,.477,.590,5.3,0.5,0.2,0.3,2.7,9.8,1.0,.100,-3.1,-0.1,,9904494
asikom01,2017-18,31,Chicago Bulls,NBA,18,10.1,.409,.308,2.6,0.2,0.1,0.2,1.2,3.1,-0.1,-0.021,-8.1,-0.3,,10595505
asikom01,2017-18,31,Chicago Bulls,NBA,14,8.6,.438,.333,2.6,0.1,0.1,0.1,1.3,4.5,0.0,.008,-8.1,-0.2,,10595505
asikom01,2017-18,31,Chicago Bulls,NBA,4,15.3,.333,.000,2.5,0.3,0.3,0.5,1.0,0.2,-0.1,-0.077,-8.0,-0.1,,10595505
