bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
fraziwa01,1967-68,22,NYK,NBA,74,21.5,.451,,.451,.451,.655,4.2,4.1,,,9.0,15.4,3.5,.105,,,
fraziwa01,1968-69,23,NYK,NBA,80,36.9,.505,,.505,.505,.746,6.2,7.9,,,17.5,20.2,12.7,.207,,,
fraziwa01,1969-70,24,NYK,NBA,77,39.5,.518,,.518,.518,.748,6.0,8.2,,,20.9,21.1,15.0,.236,,,All-NBA (1st)
fraziwa01,1970-71,25,NYK,NBA,80,43.2,.494,,.494,.494,.779,6.8,6.7,,,21.7,19.5,15.6,.217,,,All-NBA (2nd)
fraziwa01,1971-72,26,NYK,NBA,77,40.6,.512,,.512,.512,.808,6.7,5.8,,,23.2,21.6,14.5,.223,,,All-NBA (1st)
fraziwa01,1972-73,27,NYK,NBA,78,40.8,.490,,.490,.490,.817,7.3,5.9,,,21.1,19.7,13.0,.196,,,All-NBA (2nd)
fraziwa01,1973-74,28,NYK,NBA,80,41.7,.472,,.472,.472,.838,6.7,6.9,2.0,0.2,20.5,18.7,10.9,.157,5.5,6.3,All-NBA (1st)
fraziwa01,1974-75,29,NYK,NBA,78,41.1,.483,,.483,.483,.828,6.0,6.1,2.4,0.2,21.5,19.9,10.8,.161,5.8,6.3,All-NBA (1st)
fraziwa01,1975-76,30,NYK,NBA,59,41.1,.485,,.485,.485,.823,6.8,5.9,1.8,0.2,19.1,17.7,6.8,.134,4.4,3.9,
fraziwa01,1976-77,31,NYK,NBA,76,35.4,.489,,.489,.489,.771,3.9,5.3,1.7,0.1,17.4,16.6,6.1,.108,2.0,2.7,
fraziwa01,1977-78,32,CLE,NBA,51,32.6,.471,,.471,.471,.850,4.1,4.1,1.5,0.3,16.2,17.5,4.6,.132,2.3,1.8,
fraziwa01,1978-79,33,CLE,NBA,12,23.3,.443,,.443,.443,.778,1.7,2.7,1.1,0.2,10.8,12.9,0.2,.029,-3.8,-0.1,
fraziwa01,1979-80,34,CLE,NBA,3,9.0,.364,.000,.400,.364,1.000,1.0,2.7,0.7,0.3,3.3,13.6,0.0,-0.012,-3.4,0.0,
