bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
raycl01,1971-72,23,CHI,NBA,82,22.8,.499,,.499,.499,.615,10.6,3.1,,,7.0,17.3,8.7,.222,,,
raycl01,1972-73,24,CHI,NBA,73,27.5,.492,,.492,.492,.619,10.9,3.7,,,8.6,17.4,8.1,.194,,,
raycl01,1973-74,25,CHI,NBA,80,32.9,.511,,.511,.511,.608,12.2,3.1,0.7,2.2,9.3,15.7,8.2,.150,4.6,4.4,
raycl01,1974-75,26,GSW,NBA,82,30.7,.522,,.522,.522,.602,10.6,2.2,1.2,1.4,9.4,15.0,6.7,.128,2.0,2.5,
raycl01,1975-76,27,GSW,NBA,82,26.6,.525,,.525,.525,.609,9.5,1.8,1.0,1.0,6.9,14.1,7.0,.154,2.7,2.6,
raycl01,1976-77,28,GSW,NBA,77,26.2,.584,,.584,.584,.528,8.0,1.5,1.0,1.1,8.2,14.1,5.7,.136,1.6,1.8,
raycl01,1977-78,29,GSW,NBA,79,28.7,.571,,.571,.571,.609,9.6,1.9,0.9,1.1,8.8,14.9,6.9,.145,2.6,2.6,
raycl01,1978-79,30,GSW,NBA,82,23.4,.526,,.526,.526,.558,7.4,1.7,0.6,0.6,6.9,12.5,3.8,.095,0.8,1.3,
raycl01,1979-80,31,GSW,NBA,81,20.8,.530,.000,.533,.530,.564,5.8,2.3,0.6,0.4,6.0,11.3,1.9,.054,-0.7,0.5,
raycl01,1980-81,32,GSW,NBA,66,12.7,.421,,.421,.421,.468,3.3,0.8,0.4,0.2,2.4,4.7,-0.3,-0.018,-3.6,-0.3,
