name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Age,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team,Salary
Robert Reid,/players/r/reidro01.html,1978,1991,St. Mary's University,false,"Samuel Clemens in Schertz, Texas",-1.18,1.32,reidro01,1977-78,HOU,11.3,2.3,.061,-0.2,0.9,,22,NBA,80,23.1,.455,.656,4.5,1.5,0.8,0.6,7.3,HOU,
Robert Reid,/players/r/reidro01.html,1978,1991,St. Mary's University,false,"Samuel Clemens in Schertz, Texas",+0.07,3.66,reidro01,1978-79,HOU,13.9,4.5,.096,1.3,1.9,,23,NBA,82,27.5,.492,.704,5.9,2.8,0.9,0.6,10.9,HOU,
Robert Reid,/players/r/reidro01.html,1978,1991,St. Mary's University,false,"Samuel Clemens in Schertz, Texas",+0.82,5.38,reidro01,1979-80,HOU,15.3,4.9,.101,2.4,2.5,,24,NBA,76,30.3,.487,.736,5.8,3.2,1.7,0.8,13.0,HOU,
Robert Reid,/players/r/reidro01.html,1978,1991,St. Mary's University,false,"Samuel Clemens in Schertz, Texas",+1.98,11.04,reidro01,1980-81,HOU,16.4,7.2,.116,3.6,4.2,,25,NBA,82,36.1,.482,.756,7.1,4.2,2.0,0.8,15.9,HOU,
Robert Reid,/players/r/reidro01.html,1978,1991,St. Mary's University,false,"Samuel Clemens in Schertz, Texas",+0.25,5.17,reidro01,1981-82,HOU,13.3,5.2,.086,1.9,2.9,,26,NBA,77,37.8,.456,.748,6.6,4.1,1.5,0.6,13.4,HOU,
Robert Reid,/players/r/reidro01.html,1978,1991,St. Mary's University,false,"Samuel Clemens in Schertz, Texas",,,reidro01,1982-83,Did Not Play (retired),,,,,,,27,,,,,,,,,,,Did Not Play (retired),
Robert Reid,/players/r/reidro01.html,1978,1991,St. Mary's University,false,"Samuel Clemens in Schertz, Texas",-0.36,2.50,reidro01,1983-84,HOU,14.5,3.5,.088,0.9,1.4,,28,NBA,64,30.3,.474,.659,5.3,3.4,1.4,0.5,14.0,HOU,
Robert Reid,/players/r/reidro01.html,1978,1991,St. Mary's University,false,"Samuel Clemens in Schertz, Texas",-1.78,0.62,reidro01,1984-85,HOU,11.8,3.0,.082,-1.5,0.2,,29,NBA,82,21.5,.481,.698,3.3,2.1,0.6,0.3,8.7,HOU,
Robert Reid,/players/r/reidro01.html,1978,1991,St. Mary's University,false,"Samuel Clemens in Schertz, Texas",-0.77,3.01,reidro01,1985-86,HOU,13.7,4.4,.098,-0.9,0.6,,30,NBA,82,26.3,.464,.757,3.7,2.7,1.1,0.2,12.0,HOU,400000
Robert Reid,/players/r/reidro01.html,1978,1991,St. Mary's University,false,"Samuel Clemens in Schertz, Texas",-1.04,2.51,reidro01,1986-87,HOU,11.4,4.1,.076,-1.1,0.6,,31,NBA,75,34.6,.417,.768,3.9,4.3,1.0,0.3,13.7,HOU,400000
Robert Reid,/players/r/reidro01.html,1978,1991,St. Mary's University,false,"Samuel Clemens in Schertz, Texas",-1.85,0.31,reidro01,1987-88,HOU,10.9,1.7,.083,-2.4,-0.1,,32,NBA,62,15.8,.463,.794,2.0,1.1,0.4,0.1,6.3,HOU,450000
Robert Reid,/players/r/reidro01.html,1978,1991,St. Mary's University,false,"Samuel Clemens in Schertz, Texas",-3.22,-1.29,reidro01,1988-89,CHH,12.2,-0.1,-0.002,-4.2,-1.2,,33,NBA,82,26.2,.428,.776,3.7,1.9,0.6,0.2,14.7,CHH,475000
Robert Reid,/players/r/reidro01.html,1978,1991,St. Mary's University,false,"Samuel Clemens in Schertz, Texas",-3.20,-0.76,reidro01,1989-90,TOT,8.0,-0.3,-0.011,-4.6,-0.8,,34,NBA,72,16.7,.391,.628,2.1,1.3,0.5,0.2,5.8,"POR,CHH",
Robert Reid,/players/r/reidro01.html,1978,1991,St. Mary's University,false,"Samuel Clemens in Schertz, Texas",-0.51,0.09,reidro01,1990-91,PHI,0.3,-0.2,-0.235,-10.6,-0.1,,35,NBA,3,12.3,.143,,3.0,1.3,0.3,1.0,1.3,PHI,
