name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Lg,Salary,Age,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team
Jalen Rose,/players/r/roseja01.html,1995,2007,University of Michigan,false,"Southwestern in Detroit, Michigan",+0.02,2.95,roseja01,1994-95,DEN,15.1,3.8,.103,-0.4,0.7,,NBA,975000,22,81,22.2,.454,.739,2.7,4.8,0.8,0.3,8.2,DEN
Jalen Rose,/players/r/roseja01.html,1995,2007,University of Michigan,false,"Southwestern in Detroit, Michigan",-1.05,1.77,roseja01,1995-96,DEN,14.3,2.9,.065,-1.7,0.1,,NBA,1268000,23,80,26.7,.480,.690,3.3,6.2,0.7,0.5,10.0,DEN
Jalen Rose,/players/r/roseja01.html,1995,2007,University of Michigan,false,"Southwestern in Detroit, Michigan",-0.28,1.60,roseja01,1996-97,IND,13.8,2.1,.086,0.0,0.6,,NBA,1560000,24,66,18.0,.456,.750,1.8,2.3,0.9,0.3,7.3,IND
Jalen Rose,/players/r/roseja01.html,1995,2007,University of Michigan,false,"Southwestern in Detroit, Michigan",-0.57,2.29,roseja01,1997-98,IND,14.1,3.3,.092,-0.6,0.6,,NBA,1852500,25,82,20.8,.478,.728,2.4,1.9,0.7,0.2,9.4,IND
Jalen Rose,/players/r/roseja01.html,1995,2007,University of Michigan,false,"Southwestern in Detroit, Michigan",-0.40,2.02,roseja01,1998-99,IND,14.4,1.8,.069,-0.6,0.4,,NBA,2145000,26,49,25.3,.403,.791,3.1,1.9,1.0,0.3,11.1,IND
Jalen Rose,/players/r/roseja01.html,1995,2007,University of Michigan,false,"Southwestern in Detroit, Michigan",+1.52,10.17,roseja01,1999-00,IND,16.7,7.3,.118,2.1,3.1,,NBA,2437500,27,80,37.2,.471,.827,4.8,4.0,1.1,0.6,18.2,IND
Jalen Rose,/players/r/roseja01.html,1995,2007,University of Michigan,false,"Southwestern in Detroit, Michigan",-1.31,1.89,roseja01,2000-01,IND,17.8,7.3,.119,1.8,2.8,,NBA,9660000,28,72,40.9,.457,.828,5.0,6.0,0.9,0.6,20.5,IND
Jalen Rose,/players/r/roseja01.html,1995,2007,University of Michigan,false,"Southwestern in Detroit, Michigan",+0.24,5.39,roseja01,2001-02,TOT,16.8,5.7,.087,0.6,2.0,,NBA,10865250,29,83,38.0,.455,.839,4.5,4.3,0.9,0.5,20.4,"IND,CHI"
Jalen Rose,/players/r/roseja01.html,1995,2007,University of Michigan,false,"Southwestern in Detroit, Michigan",-3.14,-2.15,roseja01,2002-03,CHI,14.9,3.6,.052,-0.8,1.0,,NBA,12072500,30,82,40.9,.406,.854,4.3,4.8,0.9,0.3,22.1,CHI
Jalen Rose,/players/r/roseja01.html,1995,2007,University of Michigan,false,"Southwestern in Detroit, Michigan",-1.66,0.87,roseja01,2003-04,TOT,12.4,1.5,.029,-2.1,-0.1,,NBA,13279750,31,66,37.8,.402,.810,4.0,5.0,0.8,0.3,15.5,"CHI,TOR"
Jalen Rose,/players/r/roseja01.html,1995,2007,University of Michigan,false,"Southwestern in Detroit, Michigan",-3.31,-1.75,roseja01,2004-05,TOR,16.6,4.8,.085,-0.8,0.8,,NBA,14487000,32,81,33.5,.455,.854,3.4,2.6,0.8,0.1,18.5,TOR
Jalen Rose,/players/r/roseja01.html,1995,2007,University of Michigan,false,"Southwestern in Detroit, Michigan",-2.21,0.15,roseja01,2005-06,TOT,13.9,2.5,.060,-2.5,-0.3,,NBA,15694250,33,72,27.5,.423,.780,2.9,2.5,0.4,0.2,12.3,"TOR,NYK"
Jalen Rose,/players/r/roseja01.html,1995,2007,University of Michigan,false,"Southwestern in Detroit, Michigan",-2.99,-0.13,roseja01,2006-07,PHO,13.4,0.6,.111,-1.1,0.1,,NBA,14601500,34,29,8.5,.442,.917,0.8,0.6,0.2,0.1,3.7,PHO
