bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,HS,Salary
workmha01,1989-90,24,ATL,NBA,6,2.7,.667,1.000,0.5,0.3,0.5,0.0,1.0,26.1,0.1,.357,11.5,0.1,,"Myers Park in Charlotte, North Carolina",
workmha01,1990-91,25,Washington Bullets,NBA,73,27.9,.454,.759,3.3,4.8,1.2,0.1,8.0,11.5,2.5,.058,-1.8,0.1,,"Myers Park in Charlotte, North Carolina",120000
workmha01,1991-92,26,Washington Bullets,NBA,,,,,,,,,,,,,,,,"Myers Park in Charlotte, North Carolina",250000
workmha01,1992-93,27,Did Not Play (other pro league—Italy),,,,,,,,,,,,,,,,,"Myers Park in Charlotte, North Carolina",
workmha01,1993-94,28,Indiana Pacers,NBA,65,26.4,.424,.802,3.1,6.2,1.3,0.1,7.7,12.9,2.8,.080,-0.9,0.5,,"Myers Park in Charlotte, North Carolina",320000
workmha01,1994-95,29,Indiana Pacers,NBA,69,14.9,.375,.743,1.6,2.8,0.9,0.1,4.2,12.1,1.9,.088,-0.4,0.4,,"Myers Park in Charlotte, North Carolina",400000
workmha01,1995-96,30,Indiana Pacers,NBA,77,15.1,.390,.740,1.6,2.8,0.8,0.1,3.6,10.2,1.4,.056,-1.0,0.3,,"Myers Park in Charlotte, North Carolina",900000
workmha01,1996-97,31,Indiana Pacers,NBA,4,20.3,.550,.000,1.8,2.8,0.8,0.0,5.5,11.0,0.1,.076,-1.5,0.0,,"Myers Park in Charlotte, North Carolina",1080000
workmha01,1997-98,32,Indiana Pacers,NBA,,,,,,,,,,,,,,,,"Myers Park in Charlotte, North Carolina",1260000
workmha01,1998-99,33,Indiana Pacers,NBA,29,28.1,.429,.787,3.5,5.9,1.1,0.0,6.9,14.1,1.6,.091,-0.2,0.4,,"Myers Park in Charlotte, North Carolina",1440000
workmha01,1999-00,34,Milwaukee Bucks,NBA,36,9.7,.344,.667,0.7,1.7,0.6,0.0,2.4,10.2,0.3,.044,-4.0,-0.2,,"Myers Park in Charlotte, North Carolina",510000
workmha01,1999-00,34,Milwaukee Bucks,NBA,23,10.8,.371,.692,0.7,1.9,0.5,0.0,2.9,10.9,0.3,.053,-4.2,-0.1,,"Myers Park in Charlotte, North Carolina",510000
workmha01,1999-00,34,Milwaukee Bucks,NBA,13,7.8,.286,.500,0.7,1.3,0.7,0.0,1.5,8.5,0.0,.023,-3.7,0.0,,"Myers Park in Charlotte, North Carolina",510000
