bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary
brownto01,1984-85,24,IND,NBA,82,19.3,.460,.678,3.5,1.9,0.7,0.1,6.6,10.8,1.8,.054,-1.1,0.3,,
brownto01,1985-86,25,CHI,NBA,10,13.2,.439,.692,1.6,1.4,0.5,0.1,4.5,11.5,0.2,.067,-2.6,0.0,,
brownto01,1986-87,26,NJN,NBA,77,30.4,.442,.738,2.8,3.4,1.2,0.2,11.3,9.7,1.3,.026,-1.8,0.1,,
brownto01,1987-88,27,New Jersey Nets,NBA,,,,,,,,,,,,,,,,135000
brownto01,1988-89,28,Houston Rockets,NBA,43,8.5,.424,.774,1.0,0.6,0.3,0.1,3.0,10.3,0.5,.071,-2.5,0.0,,325000
brownto01,1988-89,28,Houston Rockets,NBA,14,6.5,.311,.750,1.1,0.4,0.2,0.0,2.6,4.7,-0.1,-0.064,-8.5,-0.1,,325000
brownto01,1988-89,28,Houston Rockets,NBA,29,9.4,.493,.783,1.0,0.7,0.4,0.1,3.2,12.2,0.7,.116,-0.5,0.1,,325000
brownto01,1989-90,29,MIL,NBA,61,10.4,.427,.679,1.2,0.7,0.5,0.1,3.6,8.2,0.0,.000,-4.7,-0.4,,
brownto01,1990-91,30,Utah Jazz,NBA,30,9.8,.375,.870,1.4,0.5,0.1,0.0,2.8,5.9,0.2,.026,-4.2,-0.2,,50000
brownto01,1990-91,30,Utah Jazz,NBA,7,3.9,.667,,0.6,0.4,0.0,0.0,0.7,-0.4,0.0,-0.043,-7.0,0.0,,50000
brownto01,1990-91,30,Utah Jazz,NBA,23,11.6,.364,.870,1.7,0.6,0.2,0.0,3.4,6.5,0.2,.033,-3.9,-0.1,,50000
brownto01,1991-92,31,Los Angeles Clippers,NBA,57,11.5,.410,.727,1.5,0.8,0.5,0.1,4.8,11.4,0.9,.069,-2.3,0.0,,130000
brownto01,1991-92,31,Los Angeles Clippers,NBA,22,11.5,.438,.621,1.3,0.7,0.5,0.0,4.7,10.5,0.3,.064,-2.8,-0.1,,130000
brownto01,1991-92,31,Los Angeles Clippers,NBA,35,11.5,.394,.811,1.6,0.9,0.5,0.1,4.8,11.9,0.6,.073,-1.9,0.0,,130000
