bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
barryri01,1965-66,21,SFW,NBA,80,37.4,.439,,.439,.439,.862,10.6,2.2,,,25.7,20.0,10.4,.167,,,All-NBA (1st)
barryri01,1966-67,22,SFW,NBA,78,40.7,.451,,.451,.451,.884,9.2,3.6,,,35.6,24.2,14.4,.218,,,All-NBA (1st)
barryri01,1967-68,23,Did Not Play (legal—barred from playing in ABA),,,,,,,,,,,,,,,,,,,
barryri01,1968-69,24,OAK,ABA,35,38.9,.511,.300,.514,.513,.888,9.4,3.9,,,34.0,29.6,8.5,.301,,,All-ABA (1st)
barryri01,1969-70,25,WSA,ABA,52,35.6,.499,.205,.511,.503,.864,7.0,3.4,,,27.7,24.9,7.8,.204,,,All-ABA (1st)
barryri01,1970-71,26,NYA,ABA,59,42.4,.469,.221,.486,.476,.890,6.8,5.0,,,29.4,22.6,8.1,.155,,,All-ABA (1st)
barryri01,1971-72,27,NYA,ABA,80,45.2,.458,.308,.479,.477,.878,7.5,4.1,,,31.5,21.8,11.1,.147,,,All-ABA (1st)
barryri01,1972-73,28,GSW,NBA,82,37.5,.452,,.452,.452,.902,8.9,4.9,,,22.3,20.4,10.2,.159,,,All-NBA (2nd)
barryri01,1973-74,29,GSW,NBA,80,36.5,.456,,.456,.456,.899,6.8,6.1,2.1,0.5,25.1,22.4,10.4,.172,5.6,5.7,All-NBA (1st)
barryri01,1974-75,30,GSW,NBA,80,40.4,.464,,.464,.464,.904,5.7,6.2,2.9,0.4,30.6,23.5,12.7,.188,5.3,6.0,All-NBA (1st)
barryri01,1975-76,31,GSW,NBA,81,38.5,.435,,.435,.435,.923,6.1,6.1,2.5,0.3,21.0,18.3,9.6,.148,3.4,4.3,All-NBA (1st)
barryri01,1976-77,32,GSW,NBA,79,36.8,.440,,.440,.440,.916,5.3,6.0,2.2,0.7,21.8,19.3,8.4,.139,3.0,3.7,
barryri01,1977-78,33,GSW,NBA,82,36.9,.451,,.451,.451,.924,5.5,5.4,1.9,0.5,23.1,20.9,9.7,.154,3.1,3.9,
barryri01,1978-79,34,HOU,NBA,80,32.1,.461,,.461,.461,.947,3.5,6.3,1.2,0.5,13.5,14.7,4.2,.078,-0.2,1.1,
barryri01,1979-80,35,HOU,NBA,72,25.2,.422,.330,.458,.469,.935,3.3,3.7,1.1,0.4,12.0,14.8,3.4,.090,0.6,1.2,
