bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
davismi02,1976-77,26,MIL,NBA,19,8.7,.426,,.426,.426,.920,1.5,1.1,0.3,0.2,4.3,16.8,0.4,.102,-1.2,0.0,
