bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary
weberbr01,2015-16,23,Memphis Grizzlies,NBA,7,24.1,.359,.750,3.6,3.0,1.3,0.4,4.4,8.9,0.0,.004,-2.1,0.0,,30888
weberbr01,2015-16,23,Memphis Grizzlies,NBA,6,27.7,.342,.750,4.0,3.3,1.5,0.5,4.8,8.3,0.0,-0.007,-2.4,0.0,,30888
weberbr01,2015-16,23,Memphis Grizzlies,NBA,1,3.0,1.000,,1.0,1.0,0.0,0.0,2.0,39.3,0.0,.634,14.0,0.0,,30888
weberbr01,2016-17,24,Miami Heat,NBA,20,10.3,.417,.688,1.3,1.1,0.6,0.1,3.1,11.0,0.3,.059,-3.2,-0.1,,328000
weberbr01,2016-17,24,Miami Heat,NBA,7,6.6,.357,.667,0.6,0.7,0.4,0.1,1.7,5.9,0.0,-0.018,-6.2,0.0,,328000
weberbr01,2016-17,24,Miami Heat,NBA,13,12.2,.435,.692,1.7,1.2,0.7,0.0,3.8,12.5,0.3,.081,-2.3,0.0,,328000
weberbr01,2017-18,25,Memphis Grizzlies,NBA,18,13.2,.442,.800,1.9,1.2,1.0,0.3,2.8,10.1,0.4,.072,-0.4,0.1,,83129
weberbr01,2017-18,25,Memphis Grizzlies,NBA,13,9.1,.409,1.000,1.4,1.0,0.8,0.2,2.0,11.1,0.3,.119,1.3,0.1,,83129
weberbr01,2017-18,25,Memphis Grizzlies,NBA,5,23.8,.476,.667,3.4,1.8,1.6,0.4,4.8,9.2,0.1,.024,-1.9,0.0,,83129
