bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,HS,Salary
eatonma01,1982-83,26,UTA,NBA,81,18.9,.414,.656,5.7,1.4,0.3,3.4,4.3,11.0,0.8,.026,-0.8,0.5,,"Westminster in Westminster, California",
eatonma01,1983-84,27,UTA,NBA,82,26.1,.466,.593,7.3,1.4,0.3,4.3,5.6,12.3,3.7,.084,1.9,2.1,,"Westminster in Westminster, California",
eatonma01,1984-85,28,Utah Jazz,NBA,82,34.3,.449,.712,11.3,1.5,0.4,5.6,9.7,13.6,5.4,.093,2.1,2.9,,"Westminster in Westminster, California",133000
eatonma01,1985-86,29,Utah Jazz,NBA,80,31.9,.470,.604,8.4,1.3,0.4,4.6,8.5,12.2,4.0,.075,1.3,2.1,,"Westminster in Westminster, California",445000
eatonma01,1986-87,30,UTA,NBA,79,31.7,.400,.657,8.8,1.3,0.5,4.1,7.7,11.1,3.6,.068,1.5,2.2,,"Westminster in Westminster, California",
eatonma01,1987-88,31,Utah Jazz,NBA,82,33.3,.418,.623,8.7,0.7,0.5,3.7,7.0,9.5,4.1,.072,0.9,2.0,,"Westminster in Westminster, California",625000
eatonma01,1988-89,32,Utah Jazz,NBA,82,35.5,.462,.660,10.3,1.0,0.5,3.8,6.2,10.6,6.6,.108,3.0,3.7,,"Westminster in Westminster, California",675000
eatonma01,1989-90,33,Utah Jazz,NBA,82,27.8,.527,.669,7.3,0.5,0.4,2.5,4.8,10.6,5.3,.112,1.9,2.3,,"Westminster in Westminster, California",1300000
eatonma01,1990-91,34,Utah Jazz,NBA,80,32.3,.579,.634,8.3,0.6,0.5,2.4,5.1,9.5,5.5,.103,1.8,2.5,,"Westminster in Westminster, California",2000000
eatonma01,1991-92,35,Utah Jazz,NBA,81,25.0,.446,.598,6.1,0.5,0.4,2.5,3.3,9.1,3.8,.091,1.7,1.9,,"Westminster in Westminster, California",1333000
eatonma01,1992-93,36,Utah Jazz,NBA,64,17.3,.546,.700,4.1,0.3,0.3,1.2,2.8,8.7,1.9,.082,-0.8,0.3,,"Westminster in Westminster, California",1333000
