bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,HS,Salary
birdsot01,1977-78,22,KCK,NBA,73,25.7,.492,.697,2.4,2.4,1.0,0.2,15.8,17.1,4.2,.108,-0.9,0.5,,"Winter Haven in Winter Haven, Florida",
birdsot01,1978-79,23,KCK,NBA,82,34.6,.509,.725,4.3,3.4,1.5,0.2,21.7,18.4,8.8,.148,2.7,3.3,,"Winter Haven in Winter Haven, Florida",
birdsot01,1979-80,24,KCK,NBA,82,35.2,.505,.694,4.0,2.5,1.7,0.3,22.7,18.5,8.6,.143,2.2,3.1,,"Winter Haven in Winter Haven, Florida",
birdsot01,1980-81,25,KCK,NBA,71,36.5,.544,.697,3.6,3.3,1.3,0.3,24.6,20.3,8.2,.152,2.4,2.8,All-NBA (2nd),"Winter Haven in Winter Haven, Florida",
birdsot01,1981-82,26,NJN,NBA,37,27.7,.469,.583,2.6,3.4,0.8,0.1,14.2,13.3,1.6,.074,-2.1,0.0,,"Winter Haven in Winter Haven, Florida",
birdsot01,1982-83,27,NJN,NBA,62,30.4,.511,.566,2.4,3.9,1.4,0.3,15.1,15.1,5.2,.132,0.2,1.1,,"Winter Haven in Winter Haven, Florida",
birdsot01,1983-84,28,NJN,NBA,69,31.4,.508,.608,2.5,3.9,1.2,0.2,19.8,16.8,4.5,.100,-0.1,1.0,,"Winter Haven in Winter Haven, Florida",
birdsot01,1984-85,29,New Jersey Nets,NBA,56,32.9,.511,.622,2.6,4.1,1.5,0.1,20.6,18.1,4.2,.109,0.3,1.1,,"Winter Haven in Winter Haven, Florida",1075000
birdsot01,1985-86,30,New Jersey Nets,NBA,77,31.1,.513,.581,2.6,3.4,1.1,0.2,15.8,13.4,3.2,.064,-1.1,0.5,,"Winter Haven in Winter Haven, Florida",1100000
birdsot01,1986-87,31,NJN,NBA,7,18.1,.452,.667,1.0,2.4,0.4,0.0,6.3,7.7,0.0,-0.001,-6.4,-0.1,,"Winter Haven in Winter Haven, Florida",
birdsot01,1987-88,32,New Jersey Nets,NBA,67,28.1,.458,.511,2.5,3.3,0.8,0.2,10.9,10.4,-0.1,-0.003,-3.7,-0.8,,"Winter Haven in Winter Haven, Florida",500000
birdsot01,1988-89,33,BOS,NBA,13,8.3,.500,.000,1.0,0.7,0.2,0.1,2.8,7.0,-0.1,-0.051,-6.3,-0.1,,"Winter Haven in Winter Haven, Florida",
