bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary
murraro01,2002-03,23,Milwaukee Bucks,NBA,14,4.4,.355,.625,0.3,0.4,0.3,0.0,1.9,6.6,-0.3,-0.198,-13.4,-0.2,,349458
murraro01,2002-03,23,Milwaukee Bucks,NBA,12,3.5,.346,.625,0.1,0.3,0.3,0.0,1.9,10.7,-0.1,-0.165,-12.5,-0.1,,349458
murraro01,2002-03,23,Milwaukee Bucks,NBA,2,10.0,.400,,1.5,1.0,0.0,0.0,2.0,-2.0,-0.1,-0.267,-15.3,-0.1,,349458
murraro01,2003-04,24,Seattle SuperSonics,NBA,82,24.6,.425,.715,2.5,2.5,1.0,0.3,12.4,15.4,1.7,.040,-2.2,-0.1,,563679
murraro01,2004-05,25,Seattle SuperSonics,NBA,49,18.0,.361,.738,2.0,1.3,0.6,0.2,7.0,9.9,-0.3,-0.016,-4.5,-0.6,,695046
murraro01,2005-06,26,Seattle SuperSonics,NBA,76,27.8,.418,.711,2.0,2.6,0.9,0.1,11.2,11.5,0.7,.015,-3.7,-0.9,,895248
murraro01,2005-06,26,Seattle SuperSonics,NBA,48,22.6,.397,.717,1.8,2.5,0.6,0.1,9.9,11.2,-0.7,-0.029,-6.2,-1.2,,895248
murraro01,2005-06,26,Seattle SuperSonics,NBA,28,36.7,.448,.702,2.4,2.8,1.4,0.3,13.5,11.9,1.3,.062,-1.1,0.2,,895248
murraro01,2006-07,27,Detroit Pistons,NBA,69,21.4,.404,.725,1.6,2.7,0.7,0.2,6.7,10.8,1.3,.042,-3.1,-0.4,,1750000
murraro01,2007-08,28,Detroit Pistons,NBA,42,20.8,.420,.694,2.0,3.4,0.9,0.1,9.4,13.2,0.4,.024,-3.2,-0.3,,1890000
murraro01,2007-08,28,Detroit Pistons,NBA,19,18.3,.410,.595,1.9,3.4,0.7,0.1,7.5,13.3,0.3,.036,-2.0,0.0,,1890000
murraro01,2007-08,28,Detroit Pistons,NBA,23,22.9,.425,.754,2.0,3.5,1.1,0.1,11.0,13.1,0.2,.016,-4.1,-0.3,,1890000
murraro01,2008-09,29,Atlanta Hawks,NBA,80,24.7,.447,.760,2.1,2.0,1.1,0.2,12.2,14.7,3.1,.076,-1.5,0.3,,1500000
murraro01,2009-10,30,Chicago Bulls,NBA,75,22.3,.392,.727,2.4,1.8,0.6,0.2,9.9,11.7,1.8,.051,-3.0,-0.4,,1990000
murraro01,2009-10,30,Chicago Bulls,NBA,46,21.6,.389,.710,2.1,1.8,0.6,0.3,9.9,11.4,0.9,.041,-3.4,-0.3,,1990000
murraro01,2009-10,30,Chicago Bulls,NBA,29,23.4,.397,.762,2.9,1.8,0.6,0.1,10.1,12.1,0.9,.065,-2.5,-0.1,,1990000
