bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
milicma01,1997-98,20,PHO,NBA,33,4.9,.609,.647,0.8,0.4,0.3,0.0,2.8,18.4,0.3,.102,-0.4,0.1,
milicma01,1998-99,21,PHO,NBA,11,4.8,.400,,0.5,0.2,0.3,0.1,1.5,3.9,-0.1,-0.124,-9.0,-0.1,
