bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary,HS
embiijo01,2016-17,22,Philadelphia 76ers,NBA,31,25.4,.466,.783,7.8,2.1,0.9,2.5,20.2,24.1,1.9,.117,3.1,1.0,,4826160,"The Rock School in Gainesville, Florida"
embiijo01,2017-18,23,Philadelphia 76ers,NBA,63,30.3,.483,.769,11.0,3.2,0.6,1.8,22.9,22.9,6.2,.155,2.6,2.2,All-NBA (2nd),6100266,"The Rock School in Gainesville, Florida"
embiijo01,2018-19,24,PHI,NBA,5,35.6,.486,.800,12.4,4.2,0.4,2.4,29.6,27.5,0.8,.219,4.5,0.3,,,"The Rock School in Gainesville, Florida"
