bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary
hendege01,1979-80,24,BOS,NBA,76,14.0,.500,.690,1.1,1.9,0.6,0.2,6.2,12.7,1.7,.078,-2.4,-0.1,,
hendege01,1980-81,25,BOS,NBA,82,19.6,.451,.720,1.6,2.6,1.0,0.1,7.8,10.4,1.3,.037,-3.2,-0.5,,
hendege01,1981-82,26,BOS,NBA,82,22.5,.501,.727,1.9,3.1,1.0,0.1,10.2,13.2,3.6,.094,-0.9,0.5,,
hendege01,1982-83,27,BOS,NBA,82,18.9,.463,.722,1.5,2.4,1.2,0.0,8.2,12.1,2.3,.073,-1.7,0.1,,
hendege01,1983-84,28,BOS,NBA,78,26.8,.524,.768,1.9,3.8,1.5,0.2,11.6,14.7,5.3,.121,1.0,1.6,,
hendege01,1984-85,29,SEA,NBA,79,33.5,.479,.780,2.4,7.1,1.8,0.1,13.4,14.3,3.7,.067,-1.1,0.6,,
hendege01,1985-86,30,Seattle SuperSonics,NBA,82,31.3,.482,.830,2.3,5.9,1.7,0.1,13.1,15.7,6.2,.115,0.9,1.8,,350000
hendege01,1986-87,31,"SEA,NYK",NBA,74,27.6,.442,.826,2.4,6.4,1.4,0.1,10.9,14.5,2.9,.068,-1.2,0.4,,
hendege01,1987-88,32,Philadelphia 76ers,NBA,75,20.1,.428,.812,1.4,3.1,0.9,0.1,7.9,12.1,2.2,.071,-1.9,0.1,,339250
hendege01,1987-88,32,Philadelphia 76ers,NBA,6,11.5,.357,1.000,1.7,2.2,0.3,0.0,2.3,4.4,0.0,-0.010,-5.9,-0.1,,339250
hendege01,1987-88,32,Philadelphia 76ers,NBA,69,20.8,.431,.810,1.4,3.2,1.0,0.1,8.4,12.5,2.2,.075,-1.7,0.1,,339250
hendege01,1988-89,33,Philadelphia 76ers,NBA,65,15.2,.414,.819,1.0,2.2,0.6,0.0,6.5,12.1,1.1,.055,-2.6,-0.2,,275000
hendege01,1989-90,34,"MIL,DET",NBA,57,8.1,.486,.800,0.8,1.3,0.3,0.0,2.4,11.9,1.2,.128,-1.2,0.1,,
hendege01,1990-91,35,Detroit Pistons,NBA,23,17.0,.427,.762,1.6,2.7,0.5,0.1,5.3,10.1,0.5,.061,-2.4,0.0,,125000
hendege01,1991-92,36,"HOU,DET",NBA,16,6.0,.375,.818,0.5,0.6,0.2,0.0,2.3,8.0,0.0,.021,-6.5,-0.1,,
