name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Lg,Salary,Age,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team
Gerald Wallace,/players/w/wallage01.html,2002,2015,University of Alabama,false,"Childersburg in Childersburg, Alabama",-2.46,-0.08,wallage01,2001-02,SAC,13.3,0.6,.071,-2.6,-0.1,,NBA,797880,19,54,8.0,.429,.500,1.6,0.5,0.4,0.1,3.2,SAC
Gerald Wallace,/players/w/wallage01.html,2002,2015,University of Alabama,false,"Childersburg in Childersburg, Alabama",-1.75,0.16,wallage01,2002-03,SAC,12.5,0.9,.074,-3.3,-0.2,,NBA,857760,20,47,12.1,.492,.527,2.7,0.5,0.5,0.3,4.7,SAC
Gerald Wallace,/players/w/wallage01.html,2002,2015,University of Alabama,false,"Childersburg in Childersburg, Alabama",-2.54,-0.10,wallage01,2003-04,SAC,10.6,0.4,.052,-2.2,0.0,,NBA,917520,21,37,9.1,.360,.458,2.0,0.5,0.4,0.4,2.0,SAC
Gerald Wallace,/players/w/wallage01.html,2002,2015,University of Alabama,false,"Childersburg in Childersburg, Alabama",+0.13,3.50,wallage01,2004-05,CHA,14.1,2.4,.055,1.3,1.8,,NBA,1652453,22,70,30.7,.449,.661,5.5,2.0,1.7,1.3,11.1,CHA
Gerald Wallace,/players/w/wallage01.html,2002,2015,University of Alabama,false,"Childersburg in Childersburg, Alabama",+2.72,6.40,wallage01,2005-06,CHA,21.3,6.4,.163,5.8,3.7,,NBA,5000000,23,55,34.5,.538,.614,7.5,1.7,2.5,2.1,15.2,CHA
Gerald Wallace,/players/w/wallage01.html,2002,2015,University of Alabama,false,"Childersburg in Childersburg, Alabama",-0.11,3.86,wallage01,2006-07,CHA,19.8,7.7,.141,3.9,3.9,,NBA,5525000,24,72,36.7,.502,.691,7.2,2.6,2.0,1.0,18.1,CHA
Gerald Wallace,/players/w/wallage01.html,2002,2015,University of Alabama,false,"Childersburg in Childersburg, Alabama",+0.62,4.67,wallage01,2007-08,CHA,17.5,4.6,.094,2.3,2.6,,NBA,9500000,25,62,38.3,.449,.731,6.0,3.5,2.1,0.9,19.4,CHA
Gerald Wallace,/players/w/wallage01.html,2002,2015,University of Alabama,false,"Childersburg in Childersburg, Alabama",+2.58,8.80,wallage01,2008-09,CHA,18.6,9.5,.172,4.1,4.1,,NBA,9500000,26,71,37.6,.480,.804,7.8,2.7,1.7,0.9,16.6,CHA
Gerald Wallace,/players/w/wallage01.html,2002,2015,University of Alabama,false,"Childersburg in Childersburg, Alabama",+2.14,9.89,wallage01,2009-10,CHA,18.3,11.5,.177,3.5,4.3,,NBA,9075000,27,76,41.0,.484,.776,10.0,2.1,1.5,1.1,18.2,CHA
Gerald Wallace,/players/w/wallage01.html,2002,2015,University of Alabama,false,"Childersburg in Childersburg, Alabama",+2.52,9.46,wallage01,2010-11,TOT,16.2,6.2,.111,1.7,2.5,,NBA,10500000,28,71,37.9,.454,.746,8.0,2.4,1.5,0.9,15.7,"CHA,POR"
Gerald Wallace,/players/w/wallage01.html,2002,2015,University of Alabama,false,"Childersburg in Childersburg, Alabama",+2.14,6.30,wallage01,2011-12,TOT,15.9,4.8,.112,1.9,2.1,,NBA,9500000,29,58,35.8,.454,.800,6.7,2.8,1.5,0.6,13.8,"POR,NJN"
Gerald Wallace,/players/w/wallage01.html,2002,2015,University of Alabama,false,"Childersburg in Childersburg, Alabama",+1.05,5.23,wallage01,2012-13,BRK,11.6,3.1,.072,1.9,2.0,,NBA,9682435,30,69,30.1,.397,.637,4.6,2.6,1.4,0.7,7.7,BRK
Gerald Wallace,/players/w/wallage01.html,2002,2015,University of Alabama,false,"Childersburg in Childersburg, Alabama",-1.33,0.87,wallage01,2013-14,BOS,10.0,1.3,.043,-0.3,0.6,,NBA,10105855,31,58,24.4,.504,.465,3.7,2.5,1.3,0.2,5.1,BOS
Gerald Wallace,/players/w/wallage01.html,2002,2015,University of Alabama,false,"Childersburg in Childersburg, Alabama",-0.46,0.35,wallage01,2014-15,BOS,6.2,0.1,.014,-3.2,-0.1,,NBA,10105855,32,32,8.9,.412,.400,1.8,0.3,0.5,0.1,1.1,BOS
