bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,HS,Salary
vinceja01,1981-82,22,DAL,NBA,81,32.4,.497,.716,7.0,2.2,1.1,0.3,21.4,18.7,5.6,.102,0.3,1.5,,"Eastern in Lansing, Michigan",
vinceja01,1982-83,23,DAL,NBA,81,33.7,.489,.784,7.3,2.6,0.9,0.6,18.7,17.1,6.0,.105,0.5,1.8,,"Eastern in Lansing, Michigan",
vinceja01,1983-84,24,DAL,NBA,61,23.3,.435,.781,4.0,1.9,0.5,0.2,11.0,12.1,1.1,.038,-3.9,-0.7,,"Eastern in Lansing, Michigan",
vinceja01,1984-85,25,Dallas Mavericks,NBA,79,32.2,.479,.836,8.9,2.1,0.6,0.3,18.2,18.0,6.5,.123,-0.6,0.9,,"Eastern in Lansing, Michigan",250000
vinceja01,1985-86,26,Dallas Mavericks,NBA,80,24.9,.481,.810,4.6,2.3,0.8,0.3,13.8,16.4,3.4,.081,-1.0,0.5,,"Eastern in Lansing, Michigan",275000
vinceja01,1986-87,27,WSB,NBA,51,27.2,.447,.769,4.1,1.7,0.8,0.3,13.3,13.2,1.9,.067,-2.0,0.0,,"Eastern in Lansing, Michigan",
vinceja01,1987-88,28,Denver Nuggets,NBA,73,24.0,.466,.805,4.2,2.0,0.6,0.4,15.4,15.6,2.8,.076,-3.0,-0.5,,"Eastern in Lansing, Michigan",415625
vinceja01,1988-89,29,Denver Nuggets,NBA,29,22.3,.405,.667,3.8,0.9,0.2,0.1,8.6,7.0,-0.3,-0.024,-8.1,-1.0,,"Eastern in Lansing, Michigan",415600
vinceja01,1988-89,29,Denver Nuggets,NBA,5,19.0,.342,.556,3.6,1.0,0.2,0.2,6.4,4.7,-0.1,-0.056,-10.0,-0.2,,"Eastern in Lansing, Michigan",415600
vinceja01,1988-89,29,Denver Nuggets,NBA,24,23.0,.416,.686,3.8,0.9,0.2,0.1,9.0,7.4,-0.2,-0.018,-7.7,-0.8,,"Eastern in Lansing, Michigan",415600
vinceja01,1989-90,30,"PHI,LAL",NBA,41,11.2,.470,.837,1.5,0.4,0.4,0.1,5.2,11.8,0.5,.052,-4.8,-0.3,,"Eastern in Lansing, Michigan",
