bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
goodrga01,1965-66,22,LAL,NBA,65,15.5,.404,,.404,.404,.691,2.0,1.6,,,7.8,11.9,0.7,.031,,,
goodrga01,1966-67,23,LAL,NBA,77,23.1,.454,,.454,.454,.751,3.3,2.7,,,12.4,15.2,4.4,.119,,,
goodrga01,1967-68,24,LAL,NBA,79,26.0,.486,,.486,.486,.770,2.5,2.6,,,13.8,14.9,6.3,.146,,,
goodrga01,1968-69,25,PHO,NBA,81,40.0,.411,,.411,.411,.747,5.4,6.4,,,23.8,16.9,3.6,.054,,,
goodrga01,1969-70,26,PHO,NBA,81,39.9,.454,,.454,.454,.808,4.2,7.5,,,20.0,16.3,6.7,.099,,,
goodrga01,1970-71,27,LAL,NBA,79,35.5,.475,,.475,.475,.770,3.3,4.8,,,17.5,14.6,6.4,.109,,,
goodrga01,1971-72,28,LAL,NBA,82,37.1,.487,,.487,.487,.850,3.6,4.5,,,25.9,20.1,12.3,.194,,,
goodrga01,1972-73,29,LAL,NBA,76,35.5,.464,,.464,.464,.840,3.5,4.4,,,23.9,18.8,8.1,.145,,,
goodrga01,1973-74,30,LAL,NBA,82,37.3,.442,,.442,.442,.864,3.0,5.2,1.5,0.1,25.3,18.5,7.8,.122,0.1,1.6,All-NBA (1st)
goodrga01,1974-75,31,LAL,NBA,72,37.1,.459,,.459,.459,.841,3.0,5.8,1.4,0.1,22.6,18.4,5.5,.099,0.8,1.8,
goodrga01,1975-76,32,LAL,NBA,75,35.3,.441,,.441,.441,.847,2.9,5.6,1.6,0.2,19.5,17.1,5.1,.092,0.2,1.5,
goodrga01,1976-77,33,NOJ,NBA,27,22.6,.446,,.446,.446,.800,2.3,2.7,0.8,0.1,12.6,16.1,1.2,.091,-1.7,0.0,
goodrga01,1977-78,34,NOJ,NBA,81,31.5,.495,,.495,.495,.795,2.2,4.8,1.0,0.3,16.1,16.2,6.3,.118,-0.6,0.9,
goodrga01,1978-79,35,NOJ,NBA,74,28.8,.449,,.449,.449,.853,2.5,4.8,1.2,0.2,12.7,13.1,2.2,.049,-2.6,-0.3,
