bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary
gilled01,2000-01,22,NJN,NBA,8,19.0,.390,.800,1.1,3.0,0.5,0.1,4.9,8.9,0.0,-0.010,-7.6,-0.2,,
gilled01,2001-02,23,MEM,NBA,23,16.7,.424,.795,1.2,2.1,0.5,0.1,5.0,9.2,0.1,.011,-5.8,-0.4,,
gilled01,2002-03,24,"Did Not Play (other pro league—D-League, Italy)",,,,,,,,,,,,,,,,,
gilled01,2003-04,25,POR,NBA,22,7.1,.417,.850,0.8,0.7,0.4,0.0,2.3,13.2,0.3,.091,-2.3,0.0,,
gilled01,2004-05,26,Indiana Pacers,NBA,73,14.0,.335,.877,1.5,1.1,0.8,0.1,3.7,9.5,1.1,.053,-1.3,0.2,,720046
gilled01,2005-06,27,Indiana Pacers,NBA,41,3.0,.222,.783,0.4,0.3,0.3,0.0,1.1,9.9,0.1,.020,-2.5,0.0,,819551
gilled01,2006-07,28,Did Not Play (other pro league—Russia),,,,,,,,,,,,,,,,,
gilled01,2007-08,29,New Jersey Nets,NBA,14,11.0,.387,1.000,1.6,1.6,0.5,0.1,2.7,10.9,0.2,.077,-2.6,0.0,,151089
gilled01,2007-08,29,New Jersey Nets,NBA,13,11.5,.414,1.000,1.7,1.6,0.5,0.2,2.9,11.9,0.3,.101,-1.6,0.0,,151089
gilled01,2007-08,29,New Jersey Nets,NBA,1,5.0,.000,,0.0,1.0,0.0,0.0,0.0,-18.9,-0.1,-0.634,-30.9,0.0,,151089
gilled01,2008-09,30,Milwaukee Bucks,NBA,6,7.2,.667,,0.7,1.8,0.5,0.2,2.3,15.5,0.1,.155,-1.4,0.0,,387613
