bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary,HS
willima01,2003-04,21,Utah Jazz,NBA,57,13.5,.380,.786,1.3,1.3,0.5,0.0,5.0,9.4,0.2,.011,-5.2,-0.6,,366931,"Murrah in Jackson, Mississippi"
willima01,2004-05,22,Milwaukee Bucks,NBA,80,28.2,.438,.850,3.1,6.1,0.9,0.1,10.2,14.1,2.2,.046,-1.2,0.4,,1600000,"Murrah in Jackson, Mississippi"
willima01,2005-06,23,Milwaukee Bucks,NBA,58,26.4,.424,.850,2.5,4.0,0.9,0.1,12.1,15.0,2.5,.079,-0.6,0.6,,1760000,"Murrah in Jackson, Mississippi"
willima01,2006-07,24,Milwaukee Bucks,NBA,68,36.4,.446,.855,4.8,6.1,1.3,0.1,17.3,16.3,3.2,.061,-0.1,1.2,,1920000,"Murrah in Jackson, Mississippi"
willima01,2007-08,25,Milwaukee Bucks,NBA,66,36.5,.480,.856,3.5,6.3,1.2,0.2,17.2,17.0,4.5,.091,0.2,1.4,,7750000,"Murrah in Jackson, Mississippi"
willima01,2008-09,26,Cleveland Cavaliers,NBA,81,35.0,.467,.912,3.4,4.1,0.9,0.1,17.8,17.2,9.8,.165,2.3,3.1,,8353000,"Murrah in Jackson, Mississippi"
willima01,2009-10,27,Cleveland Cavaliers,NBA,69,34.2,.442,.894,3.0,5.3,1.0,0.3,15.8,16.1,6.7,.136,1.6,2.2,,8860000,"Murrah in Jackson, Mississippi"
willima01,2010-11,28,Los Angeles Clippers,NBA,58,30.8,.399,.853,2.6,6.6,0.9,0.2,14.0,13.9,1.0,.026,-2.3,-0.1,,9300000,"Murrah in Jackson, Mississippi"
willima01,2010-11,28,Los Angeles Clippers,NBA,36,29.6,.385,.833,2.7,7.1,0.9,0.3,13.3,13.8,-0.1,-0.005,-2.7,-0.2,,9300000,"Murrah in Jackson, Mississippi"
willima01,2010-11,28,Los Angeles Clippers,NBA,22,32.9,.422,.880,2.5,5.6,0.9,0.0,15.2,14.0,1.1,.073,-1.8,0.0,,9300000,"Murrah in Jackson, Mississippi"
willima01,2011-12,29,Los Angeles Clippers,NBA,52,28.3,.426,.900,1.9,3.1,1.0,0.1,13.2,15.0,2.8,.093,-0.5,0.5,,8500000,"Murrah in Jackson, Mississippi"
willima01,2012-13,30,Utah Jazz,NBA,46,30.8,.430,.882,2.4,6.2,1.0,0.2,12.9,14.4,1.8,.062,-1.4,0.2,,8500000,"Murrah in Jackson, Mississippi"
willima01,2013-14,31,Portland Trail Blazers,NBA,74,24.8,.417,.876,2.1,4.3,0.7,0.1,9.7,11.8,2.2,.056,-2.0,0.0,,2652000,"Murrah in Jackson, Mississippi"
willima01,2014-15,32,Charlotte Hornets,NBA,68,29.1,.397,.872,2.6,6.2,0.7,0.2,14.2,15.4,2.1,.052,-1.3,0.3,,3750000,"Murrah in Jackson, Mississippi"
willima01,2014-15,32,Charlotte Hornets,NBA,41,28.0,.403,.851,2.4,6.4,0.7,0.2,12.2,14.4,0.7,.031,-3.0,-0.3,,3750000,"Murrah in Jackson, Mississippi"
willima01,2014-15,32,Charlotte Hornets,NBA,27,30.8,.390,.892,2.8,6.0,0.6,0.2,17.2,16.9,1.4,.080,1.0,0.6,,3750000,"Murrah in Jackson, Mississippi"
willima01,2015-16,33,Cleveland Cavaliers,NBA,41,18.2,.437,.905,1.8,2.4,0.3,0.1,8.2,12.4,1.1,.067,-3.3,-0.2,,2100000,"Murrah in Jackson, Mississippi"
