bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,HS,Salary
frankja01,2013-14,22,MEM,NBA,21,7.7,.410,1.000,1.1,0.3,0.2,0.1,1.9,4.7,0.0,-0.002,-5.4,-0.1,,"Westwind Prep in Phoenix, Arizona",
frankja01,2014-15,23,Memphis Grizzlies,NBA,3,4.3,.500,,0.7,1.0,0.0,0.3,1.0,4.9,0.0,-0.063,-5.1,0.0,,"Westwind Prep in Phoenix, Arizona",163296
