bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,HS
winslri01,1987-88,23,MIL,NBA,7,6.4,.231,.500,1.0,0.3,0.1,0.0,1.0,-3.4,-0.2,-0.165,-11.0,-0.1,,"Jack Yates in Houston, Texas"
