bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
calvima01,1969-70,22,LAS,ABA,84,35.2,.421,.120,.429,.423,.824,3.5,5.7,,,16.8,15.6,7.7,.124,,,
calvima01,1970-71,23,FLO,ABA,81,41.9,.431,.288,.436,.435,.865,3.5,7.6,,,27.2,19.2,8.5,.120,,,All-ABA (1st)
calvima01,1971-72,24,FLO,ABA,82,36.3,.441,.229,.449,.445,.872,3.3,5.9,,,21.0,18.2,8.5,.137,,,
calvima01,1972-73,25,CAR,ABA,84,26.5,.506,.393,.510,.512,.859,2.6,3.6,,,17.5,19.6,10.4,.224,,,All-ABA (2nd)
calvima01,1973-74,26,CAR,ABA,83,31.2,.462,.233,.471,.467,.875,2.9,4.2,1.6,0.1,18.0,18.5,8.8,.163,1.0,2.0,All-ABA (1st)
calvima01,1974-75,27,DNA,ABA,74,33.3,.485,.188,.490,.486,.896,2.8,7.7,1.9,0.1,19.5,19.2,9.0,.176,1.3,2.0,All-ABA (1st)
calvima01,1975-76,28,VIR,ABA,45,36.8,.427,.269,.433,.432,.888,2.8,6.0,1.6,0.0,19.4,14.2,1.5,.043,-2.3,-0.1,
calvima01,1976-77,29,"LAL,SAS,DEN",NBA,76,18.9,.404,,.404,.404,.849,1.3,3.2,0.8,0.0,9.6,15.5,2.8,.092,-2.7,-0.3,
calvima01,1977-78,30,DEN,NBA,77,12.8,.441,,.441,.441,.840,1.1,1.9,0.6,0.1,6.1,14.0,1.8,.090,-4.1,-0.5,
calvima01,1978-79,31,Did Not Play,,,,,,,,,,,,,,,,,,,
calvima01,1979-80,32,UTA,NBA,48,16.1,.441,.091,.458,.443,.897,1.8,2.8,0.6,0.0,6.4,14.5,1.4,.085,-3.5,-0.3,
calvima01,1980-81,33,CLE,NBA,21,6.1,.333,.200,.353,.346,.714,0.6,1.3,0.2,0.0,2.5,11.0,0.0,-0.010,-6.9,-0.2,
