bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary,HS
potapvi01,1996-97,21,Cleveland Cavaliers,NBA,80,15.5,.440,.736,2.7,0.5,0.3,0.4,5.8,9.5,0.5,.020,-5.9,-1.2,,1068000,"Kozchagin in Kiev, Ukraine"
potapvi01,1997-98,22,Cleveland Cavaliers,NBA,80,17.7,.480,.708,3.9,0.7,0.3,0.4,7.1,11.0,1.5,.052,-3.9,-0.7,,1228560,"Kozchagin in Kiev, Ukraine"
potapvi01,1998-99,23,Boston Celtics,NBA,50,27.9,.495,.587,6.6,1.5,0.7,0.7,10.0,13.6,2.2,.076,-1.2,0.3,,1339000,"Kozchagin in Kiev, Ukraine"
potapvi01,1998-99,23,Boston Celtics,NBA,17,27.5,.437,.673,5.5,0.9,0.6,0.9,8.4,10.5,0.4,.041,-3.0,-0.1,,1339000,"Kozchagin in Kiev, Ukraine"
potapvi01,1998-99,23,Boston Celtics,NBA,33,28.1,.521,.547,7.2,1.8,0.7,0.6,10.8,15.1,1.8,.094,-0.3,0.4,,1339000,"Kozchagin in Kiev, Ukraine"
potapvi01,1999-00,24,Boston Celtics,NBA,79,22.7,.499,.681,6.3,1.0,0.5,0.4,9.2,13.8,2.5,.066,-3.0,-0.4,,3810000,"Kozchagin in Kiev, Ukraine"
potapvi01,2000-01,25,Boston Celtics,NBA,82,23.2,.476,.728,6.0,0.8,0.6,0.3,7.5,12.8,3.4,.087,-3.0,-0.5,,4290000,"Kozchagin in Kiev, Ukraine"
potapvi01,2001-02,26,Boston Celtics,NBA,79,17.0,.455,.742,4.4,0.4,0.5,0.2,4.6,11.4,3.1,.111,-3.1,-0.4,,4762500,"Kozchagin in Kiev, Ukraine"
potapvi01,2002-03,27,Seattle SuperSonics,NBA,26,15.5,.441,.759,3.4,0.2,0.3,0.3,4.0,8.2,0.2,.027,-7.0,-0.5,,5238750,"Kozchagin in Kiev, Ukraine"
potapvi01,2003-04,28,Seattle SuperSonics,NBA,65,21.8,.489,.641,4.4,0.8,0.3,0.4,7.1,11.2,1.1,.037,-3.6,-0.6,,5715000,"Kozchagin in Kiev, Ukraine"
potapvi01,2004-05,29,Seattle SuperSonics,NBA,33,10.2,.517,.871,2.4,0.3,0.2,0.1,3.5,14.5,1.0,.142,-1.6,0.0,,6191250,"Kozchagin in Kiev, Ukraine"
potapvi01,2005-06,30,Seattle SuperSonics,NBA,33,10.7,.521,.588,1.9,0.3,0.1,0.1,2.5,7.4,0.1,.012,-5.7,-0.3,,3320000,"Kozchagin in Kiev, Ukraine"
potapvi01,2005-06,30,Seattle SuperSonics,NBA,24,13.4,.500,.588,2.6,0.3,0.1,0.1,3.1,7.4,0.0,.006,-5.7,-0.3,,3320000,"Kozchagin in Kiev, Ukraine"
potapvi01,2005-06,30,Seattle SuperSonics,NBA,9,3.6,.714,,0.2,0.2,0.0,0.0,1.1,8.2,0.0,.068,-5.7,0.0,,3320000,"Kozchagin in Kiev, Ukraine"
potapvi01,2006-07,31,Sacramento Kings,NBA,3,4.3,.000,,0.7,0.0,0.0,0.0,0.0,-22.1,-0.1,-0.534,-28.6,-0.1,,3674584,"Kozchagin in Kiev, Ukraine"
