bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
langan02,1994-95,22,PHO,NBA,12,4.4,.400,.750,0.3,0.1,0.0,0.2,0.9,0.3,-0.1,-0.083,-8.5,-0.1,
langan02,1995-96,23,CLE,NBA,41,9.0,.532,.723,1.3,0.3,0.3,0.3,2.8,11.5,0.7,.090,-3.1,-0.1,
langan02,1996-97,24,CLE,NBA,64,13.2,.420,.729,2.0,0.5,0.5,0.5,2.7,8.0,0.8,.048,-2.3,-0.1,
langan02,1997-98,25,MIA,NBA,6,4.8,.600,.750,0.8,0.2,0.3,0.0,2.0,14.9,0.1,.122,-1.7,0.0,
langan02,1998-99,26,CLE,NBA,10,6.5,.667,.556,1.6,0.1,0.2,0.1,1.3,8.8,0.1,.100,-3.1,0.0,
langan02,1999-00,27,"TOR,PHI",NBA,10,3.8,.167,.800,0.5,0.2,0.4,0.1,0.6,5.7,0.0,.014,-4.8,0.0,
