name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Age,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team,Salary
Matt Barnes,/players/b/barnema02.html,2004,2017,"University of California, Los Angeles",false,"Del Campo in Sacramento, California",-3.33,-0.55,barnema02,2003-04,LAC,10.6,0.7,.045,-1.6,0.1,,23,NBA,38,19.1,.457,.705,4.0,1.3,0.7,0.1,4.5,LAC,
Matt Barnes,/players/b/barnema02.html,2004,2017,"University of California, Los Angeles",false,"Del Campo in Sacramento, California",-1.01,0.61,barnema02,2004-05,SAC,9.0,0.4,.028,-2.5,-0.1,,24,NBA,43,16.6,.411,.603,3.1,1.3,0.7,0.2,3.8,SAC,695046
Matt Barnes,/players/b/barnema02.html,2004,2017,"University of California, Los Angeles",false,"Del Campo in Sacramento, California",-1.44,0.34,barnema02,2005-06,TOT,10.7,1.0,.075,-2.8,-0.1,,25,NBA,56,11.3,.500,.681,2.2,0.5,0.4,0.1,3.1,"NYK,PHI",552269
Matt Barnes,/players/b/barnema02.html,2004,2017,"University of California, Los Angeles",false,"Del Campo in Sacramento, California",-0.76,2.22,barnema02,2006-07,GSW,14.7,3.7,.099,0.9,1.3,,26,NBA,76,23.9,.438,.732,4.6,2.1,1.0,0.5,9.8,GSW,771331
Matt Barnes,/players/b/barnema02.html,2004,2017,"University of California, Los Angeles",false,"Del Campo in Sacramento, California",-1.92,0.43,barnema02,2007-08,GSW,12.9,2.3,.077,-0.2,0.6,,27,NBA,73,19.4,.423,.747,4.4,1.9,0.7,0.5,6.7,GSW,3000000
Matt Barnes,/players/b/barnema02.html,2004,2017,"University of California, Los Angeles",false,"Del Campo in Sacramento, California",-0.66,2.32,barnema02,2008-09,PHO,12.6,3.0,.069,0.5,1.3,,28,NBA,77,27.0,.423,.743,5.5,2.8,0.7,0.3,10.2,PHO,926678
Matt Barnes,/players/b/barnema02.html,2004,2017,"University of California, Los Angeles",false,"Del Campo in Sacramento, California",+2.94,8.46,barnema02,2009-10,ORL,13.6,5.9,.135,2.7,2.5,,29,NBA,81,25.9,.487,.740,5.5,1.7,0.7,0.4,8.8,ORL,1600000
Matt Barnes,/players/b/barnema02.html,2004,2017,"University of California, Los Angeles",false,"Del Campo in Sacramento, California",-1.69,0.45,barnema02,2010-11,LAL,14.6,3.0,.142,1.8,1.0,,30,NBA,53,19.2,.470,.779,4.3,1.3,0.7,0.4,6.7,LAL,1765000
Matt Barnes,/players/b/barnema02.html,2004,2017,"University of California, Los Angeles",false,"Del Campo in Sacramento, California",+0.03,2.54,barnema02,2011-12,LAL,15.5,4.3,.142,2.6,1.7,,31,NBA,63,22.9,.452,.742,5.5,2.0,0.6,0.8,7.8,LAL,1906200
Matt Barnes,/players/b/barnema02.html,2004,2017,"University of California, Los Angeles",false,"Del Campo in Sacramento, California",+1.44,5.62,barnema02,2012-13,LAC,15.5,6.3,.146,3.4,2.8,,32,NBA,80,25.7,.462,.744,4.6,1.5,1.0,0.8,10.3,LAC,1229255
Matt Barnes,/players/b/barnema02.html,2004,2017,"University of California, Los Angeles",false,"Del Campo in Sacramento, California",-0.10,3.16,barnema02,2013-14,LAC,12.0,3.5,.097,1.5,1.5,,33,NBA,63,27.5,.438,.733,4.6,2.0,0.9,0.4,9.9,LAC,3250000
Matt Barnes,/players/b/barnema02.html,2004,2017,"University of California, Los Angeles",false,"Del Campo in Sacramento, California",+1.91,7.52,barnema02,2014-15,LAC,11.3,4.3,.091,1.6,2.1,,34,NBA,76,29.9,.444,.779,4.0,1.5,0.9,0.7,10.1,LAC,3396250
Matt Barnes,/players/b/barnema02.html,2004,2017,"University of California, Los Angeles",false,"Del Campo in Sacramento, California",-2.07,0.29,barnema02,2015-16,MEM,11.7,2.6,.056,0.4,1.3,,35,NBA,76,28.8,.381,.804,5.5,2.1,1.0,0.8,10.0,MEM,3542500
Matt Barnes,/players/b/barnema02.html,2004,2017,"University of California, Los Angeles",false,"Del Campo in Sacramento, California",-3.10,-0.94,barnema02,2016-17,TOT,10.3,2.0,.053,-0.6,0.6,,36,NBA,74,24.0,.391,.787,5.2,2.6,0.6,0.4,7.1,"SAC,GSW",6125000
