name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Age,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team,Salary
Rasho Nesterovic,/players/n/nestera01.html,1999,2010,,false,"Gymnasium in Sremski Karlovci, Slovenia",+0.30,0.10,nestera01,1998-99,MIN,3.5,0.0,-0.049,-11.8,-0.1,,22,NBA,2,15.0,.250,1.000,4.0,0.5,0.0,0.0,4.0,MIN,
Rasho Nesterovic,/players/n/nestera01.html,1999,2010,,false,"Gymnasium in Sremski Karlovci, Slovenia",-1.05,1.49,nestera01,1999-00,MIN,11.0,3.0,.082,-1.1,0.4,,23,NBA,82,21.0,.476,.573,4.6,1.1,0.3,1.0,5.7,MIN,1050240
Rasho Nesterovic,/players/n/nestera01.html,1999,2010,,false,"Gymnasium in Sremski Karlovci, Slovenia",-1.52,0.57,nestera01,2000-01,MIN,10.4,1.5,.060,-2.7,-0.2,,24,NBA,73,16.9,.461,.523,3.9,0.6,0.3,0.9,4.5,MIN,1123560
Rasho Nesterovic,/players/n/nestera01.html,1999,2010,,false,"Gymnasium in Sremski Karlovci, Slovenia",+1.45,5.89,nestera01,2001-02,MIN,12.9,4.1,.089,-0.1,1.1,,25,NBA,82,27.0,.493,.549,6.5,0.9,0.5,1.3,8.4,MIN,1725788
Rasho Nesterovic,/players/n/nestera01.html,1999,2010,,false,"Gymnasium in Sremski Karlovci, Slovenia",-0.59,2.82,nestera01,2002-03,MIN,14.7,5.2,.107,0.6,1.6,,26,NBA,77,30.4,.525,.642,6.5,1.5,0.5,1.5,11.2,MIN,2436813
Rasho Nesterovic,/players/n/nestera01.html,1999,2010,,false,"Gymnasium in Sremski Karlovci, Slovenia",+0.00,4.05,nestera01,2003-04,SAS,15.3,7.2,.147,2.9,2.9,,27,NBA,82,28.7,.469,.474,7.7,1.4,0.6,2.0,8.7,SAS,5600000
Rasho Nesterovic,/players/n/nestera01.html,1999,2010,,false,"Gymnasium in Sremski Karlovci, Slovenia",+2.26,5.93,nestera01,2004-05,SAS,12.0,4.2,.114,1.4,1.5,,28,NBA,70,25.5,.460,.467,6.6,1.0,0.4,1.7,5.9,SAS,6160000
Rasho Nesterovic,/players/n/nestera01.html,1999,2010,,false,"Gymnasium in Sremski Karlovci, Slovenia",+0.47,3.05,nestera01,2005-06,SAS,11.0,3.7,.118,-0.1,0.7,,29,NBA,80,18.9,.515,.600,3.9,0.4,0.3,1.1,4.5,SAS,6720000
Rasho Nesterovic,/players/n/nestera01.html,1999,2010,,false,"Gymnasium in Sremski Karlovci, Slovenia",+0.80,3.67,nestera01,2006-07,TOR,13.9,4.1,.118,1.2,1.4,,30,NBA,80,21.0,.546,.680,4.5,0.9,0.5,1.1,6.2,TOR,7280000
Rasho Nesterovic,/players/n/nestera01.html,1999,2010,,false,"Gymnasium in Sremski Karlovci, Slovenia",+0.00,2.41,nestera01,2007-08,TOR,16.1,3.9,.125,1.1,1.2,,31,NBA,71,20.9,.550,.755,4.8,1.2,0.3,0.7,7.8,TOR,7840000
Rasho Nesterovic,/players/n/nestera01.html,1999,2010,,false,"Gymnasium in Sremski Karlovci, Slovenia",-1.94,0.28,nestera01,2008-09,IND,14.1,2.2,.086,-0.8,0.4,,32,NBA,70,17.3,.513,.781,3.4,1.6,0.4,0.5,6.8,IND,8400000
Rasho Nesterovic,/players/n/nestera01.html,1999,2010,,false,"Gymnasium in Sremski Karlovci, Slovenia",-1.96,0.12,nestera01,2009-10,TOR,16.0,0.8,.089,-0.4,0.2,,33,NBA,42,9.8,.544,.200,2.1,0.6,0.2,0.4,3.9,TOR,1990000
