bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary
solomwi01,2001-02,23,Memphis Grizzlies,NBA,62,14.1,.341,.671,1.1,1.5,0.6,0.1,5.2,8.8,-0.5,-0.027,-5.3,-0.7,,332817
solomwi01,2002-03,24,Did Not Play (other pro league—Greece),,,,,,,,,,,,,,,,,
solomwi01,2003-04,25,Did Not Play (other pro league—Israel),,,,,,,,,,,,,,,,,
solomwi01,2004-05,26,Did Not Play (other pro league—Turkey),,,,,,,,,,,,,,,,,
solomwi01,2005-06,27,Did Not Play (other pro league—Israel),,,,,,,,,,,,,,,,,
solomwi01,2006-07,28,Did Not Play (other pro league—Turkey),,,,,,,,,,,,,,,,,
solomwi01,2007-08,29,Did Not Play (other pro league—Turkey),,,,,,,,,,,,,,,,,
solomwi01,2008-09,30,Sacramento Kings,NBA,53,13.4,.429,.735,1.2,2.5,0.5,0.1,5.0,12.5,0.5,.033,-4.0,-0.4,,711517
solomwi01,2008-09,30,Sacramento Kings,NBA,39,13.9,.436,.833,1.1,3.2,0.5,0.1,4.9,12.5,0.4,.032,-4.0,-0.3,,711517
solomwi01,2008-09,30,Sacramento Kings,NBA,14,12.0,.406,.500,1.5,0.7,0.5,0.0,5.0,12.6,0.1,.037,-4.0,-0.1,,711517
