name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Lg,Salary,Age,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team
Eddie Jones,/players/j/jonesed02.html,1995,2008,Temple University,false,"Ely in Pompano Beach, Florida",+0.73,4.60,jonesed02,1994-95,LAL,16.3,5.0,.122,2.3,2.1,,NBA,1300000,23,64,31.0,.460,.722,3.9,2.0,2.0,0.6,14.0,LAL
Eddie Jones,/players/j/jonesed02.html,1995,2008,Temple University,false,"Ely in Pompano Beach, Florida",+2.45,7.40,jonesed02,1995-96,LAL,17.0,6.8,.150,3.6,3.1,,NBA,1600000,24,70,31.2,.492,.739,3.3,3.5,1.8,0.6,12.8,LAL
Eddie Jones,/players/j/jonesed02.html,1995,2008,Temple University,false,"Ely in Pompano Beach, Florida",+2.97,11.64,jonesed02,1996-97,LAL,17.3,9.6,.154,4.0,4.5,,NBA,1800000,25,80,37.5,.438,.819,4.1,3.4,2.4,0.6,17.2,LAL
Eddie Jones,/players/j/jonesed02.html,1995,2008,Temple University,false,"Ely in Pompano Beach, Florida",+3.72,13.53,jonesed02,1997-98,LAL,18.0,10.1,.166,4.3,4.6,,NBA,2000000,26,80,36.4,.484,.765,3.8,3.1,2.0,0.7,16.9,LAL
Eddie Jones,/players/j/jonesed02.html,1995,2008,Temple University,false,"Ely in Pompano Beach, Florida",+2.42,6.05,jonesed02,1998-99,TOT,18.5,6.0,.153,4.4,3.0,,NBA,2200000,27,50,37.6,.437,.782,3.9,3.7,2.5,1.2,15.6,"LAL,CHH"
Eddie Jones,/players/j/jonesed02.html,1995,2008,Temple University,false,"Ely in Pompano Beach, Florida",+3.36,11.52,jonesed02,1999-00,CHH,19.9,10.1,.172,5.3,5.2,All-NBA (3rd),NBA,2500000,28,72,39.0,.427,.864,4.8,4.2,2.7,0.7,20.1,CHH
Eddie Jones,/players/j/jonesed02.html,1995,2008,Temple University,false,"Ely in Pompano Beach, Florida",+1.16,5.70,jonesed02,2000-01,MIA,18.8,7.9,.166,4.3,3.6,,NBA,8960000,29,63,36.2,.445,.844,4.6,2.7,1.7,0.9,17.4,MIA
Eddie Jones,/players/j/jonesed02.html,1995,2008,Temple University,false,"Ely in Pompano Beach, Florida",+3.71,13.17,jonesed02,2001-02,MIA,17.5,10.5,.160,4.2,4.9,,NBA,10091250,30,81,39.0,.432,.837,4.7,3.2,1.4,1.0,18.3,MIA
Eddie Jones,/players/j/jonesed02.html,1995,2008,Temple University,false,"Ely in Pompano Beach, Florida",+2.59,6.09,jonesed02,2002-03,MIA,18.9,6.0,.162,4.7,3.0,,NBA,11212500,31,47,38.1,.423,.822,4.8,3.7,1.4,0.7,18.5,MIA
Eddie Jones,/players/j/jonesed02.html,1995,2008,Temple University,false,"Ely in Pompano Beach, Florida",+1.93,10.21,jonesed02,2003-04,MIA,16.7,9.1,.146,2.3,3.3,,NBA,12333750,32,81,37.0,.409,.835,3.8,3.2,1.1,0.4,17.3,MIA
Eddie Jones,/players/j/jonesed02.html,1995,2008,Temple University,false,"Ely in Pompano Beach, Florida",+3.42,13.21,jonesed02,2004-05,MIA,13.6,8.0,.135,2.4,3.1,,NBA,13455000,33,80,35.5,.428,.806,5.1,2.7,1.1,0.5,12.7,MIA
Eddie Jones,/players/j/jonesed02.html,1995,2008,Temple University,false,"Ely in Pompano Beach, Florida",+2.85,8.88,jonesed02,2005-06,MEM,14.7,7.2,.141,3.0,3.1,,NBA,14576250,34,75,32.5,.404,.781,3.7,2.4,1.7,0.4,11.8,MEM
Eddie Jones,/players/j/jonesed02.html,1995,2008,Temple University,false,"Ely in Pompano Beach, Florida",+0.04,2.60,jonesed02,2006-07,TOT,12.3,3.1,.094,0.7,1.1,,NBA,14863778,35,64,24.9,.422,.787,3.0,1.7,1.1,0.2,7.7,"MEM,MIA"
Eddie Jones,/players/j/jonesed02.html,1995,2008,Temple University,false,"Ely in Pompano Beach, Florida",-0.14,1.36,jonesed02,2007-08,DAL,7.6,1.1,.058,-0.3,0.4,,NBA,1830000,36,47,19.6,.367,.714,2.8,1.5,0.6,0.2,3.7,DAL
