name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Lg,Salary,Age,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team
Latrell Sprewell,/players/s/sprewla01.html,1993,2005,University of Alabama,false,"Washington in Milwaukee, Wisconsin",+0.05,4.31,sprewla01,1992-93,GSW,13.6,4.0,.070,0.5,1.7,,NBA,550000,22,77,35.6,.464,.746,3.5,3.8,1.6,0.7,15.4,GSW
Latrell Sprewell,/players/s/sprewla01.html,1993,2005,University of Alabama,false,"Washington in Milwaukee, Wisconsin",+1.80,10.04,sprewla01,1993-94,GSW,15.9,8.0,.108,2.0,3.6,All-NBA (1st),NBA,700000,23,82,43.1,.433,.774,4.9,4.7,2.2,0.9,21.0,GSW
Latrell Sprewell,/players/s/sprewla01.html,1993,2005,University of Alabama,false,"Washington in Milwaukee, Wisconsin",-1.05,2.34,sprewla01,1994-95,GSW,14.1,2.0,.034,-1.1,0.7,,NBA,890000,24,69,40.2,.418,.781,3.7,4.0,1.6,0.7,20.6,GSW
Latrell Sprewell,/players/s/sprewla01.html,1993,2005,University of Alabama,false,"Washington in Milwaukee, Wisconsin",+0.15,5.04,sprewla01,1995-96,GSW,15.9,5.5,.086,1.3,2.6,,NBA,975000,25,78,39.3,.428,.789,4.9,4.2,1.6,0.6,18.9,GSW
Latrell Sprewell,/players/s/sprewla01.html,1993,2005,University of Alabama,false,"Washington in Milwaukee, Wisconsin",+1.22,7.86,sprewla01,1996-97,GSW,19.7,8.1,.115,2.6,3.9,,NBA,7000000,26,80,41.9,.449,.843,4.6,6.3,1.7,0.6,24.2,GSW
Latrell Sprewell,/players/s/sprewla01.html,1993,2005,University of Alabama,false,"Washington in Milwaukee, Wisconsin",-1.34,0.32,sprewla01,1997-98,GSW,15.1,0.4,.033,-1.5,0.1,,NBA,7770000,27,14,39.1,.397,.745,3.6,4.9,1.4,0.4,21.4,GSW
Latrell Sprewell,/players/s/sprewla01.html,1993,2005,University of Alabama,false,"Washington in Milwaukee, Wisconsin",-0.38,2.49,sprewla01,1998-99,NYK,16.7,3.0,.117,0.8,0.9,,NBA,8300000,28,37,33.3,.415,.812,4.2,2.5,1.2,0.1,16.4,NYK
Latrell Sprewell,/players/s/sprewla01.html,1993,2005,University of Alabama,false,"Washington in Milwaukee, Wisconsin",+0.87,8.58,sprewla01,1999-00,NYK,15.7,6.6,.097,1.0,2.5,,NBA,9000000,29,82,40.0,.435,.866,4.3,4.0,1.3,0.3,18.6,NYK
Latrell Sprewell,/players/s/sprewla01.html,1993,2005,University of Alabama,false,"Washington in Milwaukee, Wisconsin",-0.85,2.97,sprewla01,2000-01,NYK,15.1,5.1,.082,0.5,1.9,,NBA,10125000,30,77,39.2,.430,.783,4.5,3.5,1.4,0.4,17.7,NYK
Latrell Sprewell,/players/s/sprewla01.html,1993,2005,University of Alabama,false,"Washington in Milwaukee, Wisconsin",-0.24,4.58,sprewla01,2001-02,NYK,13.7,2.8,.041,-0.5,1.3,,NBA,11250000,31,81,41.1,.404,.821,3.7,3.9,1.2,0.2,19.4,NYK
Latrell Sprewell,/players/s/sprewla01.html,1993,2005,University of Alabama,false,"Washington in Milwaukee, Wisconsin",-1.18,2.07,sprewla01,2002-03,NYK,14.3,3.2,.054,0.5,1.8,,NBA,12375000,32,74,38.6,.403,.794,3.9,4.5,1.4,0.3,16.4,NYK
Latrell Sprewell,/players/s/sprewla01.html,1993,2005,University of Alabama,false,"Washington in Milwaukee, Wisconsin",+0.50,7.35,sprewla01,2003-04,MIN,14.7,5.7,.088,-0.5,1.2,,NBA,13500000,33,82,37.8,.409,.814,3.8,3.5,1.1,0.3,16.8,MIN
Latrell Sprewell,/players/s/sprewla01.html,1993,2005,University of Alabama,false,"Washington in Milwaukee, Wisconsin",-1.75,0.86,sprewla01,2004-05,MIN,12.1,1.9,.038,-2.5,-0.3,,NBA,14625000,34,80,30.6,.414,.830,3.2,2.2,0.7,0.3,12.8,MIN
