bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary
couside01,2010-11,20,Sacramento Kings,NBA,81,28.5,.430,.687,8.6,2.5,1.0,0.8,14.1,14.6,1.1,.022,-1.4,0.4,,3374640
couside01,2011-12,21,Sacramento Kings,NBA,64,30.5,.448,.702,11.0,1.6,1.5,1.2,18.1,21.7,4.2,.104,-0.3,0.8,,3627720
couside01,2012-13,22,Sacramento Kings,NBA,75,30.5,.465,.738,9.9,2.7,1.4,0.7,17.1,20.2,4.4,.092,1.0,1.7,,3880800
couside01,2013-14,23,Sacramento Kings,NBA,71,32.4,.496,.726,11.7,2.9,1.5,1.3,22.7,26.1,7.9,.166,4.7,3.9,,4916974
couside01,2014-15,24,Sacramento Kings,NBA,59,34.1,.467,.782,12.7,3.6,1.5,1.7,24.1,25.2,6.0,.144,4.7,3.4,All-NBA (2nd),13701250
couside01,2015-16,25,Sacramento Kings,NBA,65,34.6,.451,.718,11.5,3.3,1.6,1.4,26.9,23.6,5.7,.122,2.6,2.6,All-NBA (2nd),14728844
couside01,2016-17,26,New Orleans Pelicans,NBA,72,34.2,.452,.772,11.0,4.6,1.4,1.3,27.0,25.8,7.6,.149,6.6,5.3,,16957900
couside01,2016-17,26,New Orleans Pelicans,NBA,55,34.4,.452,.770,10.6,4.8,1.4,1.3,27.8,26.5,6.0,.153,7.1,4.3,,16957900
couside01,2016-17,26,New Orleans Pelicans,NBA,17,33.8,.452,.777,12.4,3.9,1.5,1.1,24.4,23.2,1.6,.136,4.8,1.0,,16957900
couside01,2017-18,27,New Orleans Pelicans,NBA,48,36.2,.470,.746,12.9,5.4,1.6,1.6,25.2,22.6,4.7,.130,5.5,3.3,,18063850
