bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP
fordch01,1972-73,24,DET,NBA,74,20.8,.479,,.479,.479,.645,3.6,2.6,,,6.4,12.1,2.5,.079,,
fordch01,1973-74,25,DET,NBA,82,25.1,.444,,.444,.444,.740,3.7,3.4,1.8,0.2,7.1,12.9,4.3,.100,1.2,1.7
fordch01,1974-75,26,DET,NBA,80,24.5,.474,,.474,.474,.663,3.4,2.9,1.4,0.3,5.9,12.0,2.8,.069,0.1,1.1
fordch01,1975-76,27,DET,NBA,82,26.8,.426,,.426,.426,.722,3.5,3.3,2.2,0.3,8.4,13.0,2.7,.058,1.1,1.7
fordch01,1976-77,28,DET,NBA,82,31.0,.476,,.476,.476,.771,3.3,4.1,2.2,0.3,12.3,14.6,4.7,.090,1.5,2.2
fordch01,1977-78,29,DET,NBA,82,31.5,.481,,.481,.481,.734,3.3,4.6,2.0,0.2,10.5,12.9,3.6,.067,0.4,1.6
fordch01,1978-79,30,"DET,BOS",NBA,81,33.8,.471,,.471,.471,.758,3.4,4.6,1.4,0.3,15.4,14.0,3.5,.062,-0.6,1.0
fordch01,1979-80,31,BOS,NBA,73,29.0,.465,.427,.477,.515,.754,2.5,2.9,1.5,0.4,11.2,13.0,5.6,.126,2.2,2.2
fordch01,1980-81,32,BOS,NBA,82,33.2,.444,.330,.465,.470,.736,2.0,3.6,1.2,0.3,8.9,8.8,3.7,.066,-0.5,1.0
fordch01,1981-82,33,BOS,NBA,76,20.9,.418,.317,.434,.440,.696,1.4,1.9,0.6,0.1,5.7,7.8,2.1,.063,-2.1,0.0
