bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary,HS
buechju01,1990-91,22,New Jersey Nets,NBA,74,11.6,.416,.652,1.9,0.7,0.4,0.2,3.1,10.0,1.2,.065,-2.9,-0.2,,225000,"Poway in Poway, California"
buechju01,1991-92,23,"NJN,SAS,GSW",NBA,28,10.4,.408,.571,1.9,0.8,0.7,0.3,2.5,10.1,0.4,.061,-1.2,0.1,,,"Poway in Poway, California"
buechju01,1992-93,24,Golden State Warriors,NBA,70,18.4,.437,.747,2.8,1.3,0.7,0.3,6.2,11.5,1.8,.067,-1.4,0.2,,375000,"Poway in Poway, California"
buechju01,1993-94,25,Golden State Warriors,NBA,36,6.1,.500,.500,0.9,0.4,0.2,0.0,2.9,14.9,0.5,.112,-1.6,0.0,,375000,"Poway in Poway, California"
buechju01,1994-95,26,Chicago Bulls,NBA,57,10.6,.492,.564,1.7,0.9,0.4,0.2,3.8,13.8,1.5,.122,-0.1,0.3,,150000,"Poway in Poway, California"
buechju01,1995-96,27,Chicago Bulls,NBA,74,10.0,.463,.636,1.5,0.8,0.5,0.1,3.8,14.1,2.3,.148,1.0,0.6,,300000,"Poway in Poway, California"
buechju01,1996-97,28,Chicago Bulls,NBA,76,9.3,.367,.357,1.7,0.8,0.3,0.3,1.8,9.8,1.2,.082,-0.9,0.2,,500000,"Poway in Poway, California"
buechju01,1997-98,29,Chicago Bulls,NBA,74,8.2,.483,.500,1.0,0.7,0.3,0.2,2.7,14.1,1.9,.151,0.7,0.4,,500000,"Poway in Poway, California"
buechju01,1998-99,30,Detroit Pistons,NBA,50,21.1,.417,.722,2.7,1.1,0.7,0.3,5.5,12.2,2.9,.131,1.9,1.0,,850000,"Poway in Poway, California"
buechju01,1999-00,31,Detroit Pistons,NBA,58,11.3,.353,.286,1.6,0.6,0.4,0.3,2.2,8.2,0.5,.037,-1.6,0.1,,1100000,"Poway in Poway, California"
buechju01,2000-01,32,Detroit Pistons,NBA,57,12.9,.463,.750,1.6,0.7,0.4,0.2,3.4,9.9,1.5,.098,-1.0,0.2,,3260000,"Poway in Poway, California"
buechju01,2001-02,33,Orlando Magic,NBA,66,10.4,.373,.500,1.8,0.5,0.3,0.1,1.7,7.8,0.8,.059,-2.5,-0.1,,3600000,"Poway in Poway, California"
buechju01,2001-02,33,Orlando Magic,NBA,6,9.0,.333,,1.3,0.5,0.2,0.0,1.0,5.1,0.1,.064,-2.7,0.0,,3600000,"Poway in Poway, California"
buechju01,2001-02,33,Orlando Magic,NBA,60,10.5,.375,.500,1.8,0.5,0.3,0.1,1.8,8.0,0.8,.058,-2.5,-0.1,,3600000,"Poway in Poway, California"
