name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Age,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team,Salary
Mark Olberding,/players/o/olberma01.html,1976,1987,University of Minnesota,false,"Melrose in Melrose, Minnesota",-0.98,1.68,olberma01,1976-77,SAS,14.2,4.3,.106,-0.5,0.8,,20,NBA,82,23.8,.503,.794,5.5,1.5,0.7,0.4,10.4,SAS,
Mark Olberding,/players/o/olberma01.html,1976,1987,University of Minnesota,false,"Melrose in Melrose, Minnesota",-0.76,1.93,olberma01,1977-78,SAS,12.1,3.9,.105,-0.7,0.6,,21,NBA,79,22.4,.481,.811,4.7,1.7,0.6,0.3,8.2,SAS,
Mark Olberding,/players/o/olberma01.html,1976,1987,University of Minnesota,false,"Melrose in Melrose, Minnesota",-0.64,2.45,olberma01,1978-79,SAS,12.4,4.2,.106,-0.4,0.8,,22,NBA,80,23.6,.474,.803,5.4,2.6,0.7,0.2,9.4,SAS,
Mark Olberding,/players/o/olberma01.html,1976,1987,University of Minnesota,false,"Melrose in Melrose, Minnesota",-0.68,2.40,olberma01,1979-80,SAS,12.4,3.1,.071,-0.4,0.9,,23,NBA,75,28.1,.478,.795,5.6,4.4,0.9,0.3,10.6,SAS,
Mark Olberding,/players/o/olberma01.html,1976,1987,University of Minnesota,false,"Melrose in Melrose, Minnesota",+0.60,5.19,olberma01,1980-81,SAS,14.8,6.6,.132,1.7,2.3,,24,NBA,82,29.4,.508,.829,5.7,3.4,0.9,0.4,12.3,SAS,
Mark Olberding,/players/o/olberma01.html,1976,1987,University of Minnesota,false,"Melrose in Melrose, Minnesota",+0.30,4.22,olberma01,1981-82,SAS,14.6,5.1,.116,1.2,1.7,,25,NBA,68,30.9,.472,.808,6.5,3.0,0.8,0.4,13.8,SAS,
Mark Olberding,/players/o/olberma01.html,1976,1987,University of Minnesota,false,"Melrose in Melrose, Minnesota",-2.50,-0.31,olberma01,1982-83,CHI,11.0,2.3,.060,-2.3,-0.1,,26,NBA,80,22.7,.481,.782,4.5,1.6,0.6,0.1,8.7,CHI,
Mark Olberding,/players/o/olberma01.html,1976,1987,University of Minnesota,false,"Melrose in Melrose, Minnesota",-0.70,2.37,olberma01,1983-84,KCK,11.5,4.1,.091,-0.1,1.0,,27,NBA,81,26.7,.494,.821,5.5,2.4,0.6,0.3,9.4,KCK,
Mark Olberding,/players/o/olberma01.html,1976,1987,University of Minnesota,false,"Melrose in Melrose, Minnesota",-1.30,1.57,olberma01,1984-85,KCK,12.2,4.1,.085,0.4,1.4,,28,NBA,81,28.1,.502,.832,6.3,3.0,0.7,0.1,10.2,KCK,375000
Mark Olberding,/players/o/olberma01.html,1976,1987,University of Minnesota,false,"Melrose in Melrose, Minnesota",-1.19,1.65,olberma01,1985-86,SAC,11.2,3.9,.087,0.3,1.3,,29,NBA,81,26.6,.558,.771,5.2,3.3,0.5,0.3,7.6,SAC,347500
Mark Olberding,/players/o/olberma01.html,1976,1987,University of Minnesota,false,"Melrose in Melrose, Minnesota",-2.41,-0.04,olberma01,1986-87,SAC,8.8,1.5,.070,-2.6,-0.1,,30,NBA,76,13.2,.418,.885,2.4,1.2,0.2,0.1,3.3,SAC,
