name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Salary,Lg,Age,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team
Frank Jackson,/players/j/jacksfr01.html,2019,2019,Duke University,true,"Lone Peak in Highland, Utah",,,jacksfr01,2018-19,NOP,9.4,0.4,.018,-5.0,-0.9,,1378242,NBA,20,61,19.2,.434,.740,2.2,1.1,0.4,0.0,8.1,NOP
