name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Age,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team
Larry Micheaux,/players/m/michela01.html,1984,1985,University of Houston,false,"Evan E. Worthing in Houston, Texas",+1.25,0.95,michela01,1983-84,KCK,16.1,0.9,.130,1.2,0.3,,23,NBA,39,8.5,.544,.538,2.9,0.5,0.5,0.3,3.1,KCK
Larry Micheaux,/players/m/michela01.html,1984,1985,University of Houston,false,"Evan E. Worthing in Houston, Texas",-0.75,0.64,michela01,1984-85,TOT,14.8,1.6,.137,0.7,0.4,,24,NBA,57,9.9,.580,.674,2.5,0.5,0.4,0.4,3.7,"MIL,HOU"
