name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Lg,Salary,Age,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team
Brook Lopez,/players/l/lopezbr01.html,2009,2019,Stanford University,true,"San Joaquin Memorial in Fresno, California",+0.50,4.68,lopezbr01,2008-09,NJN,17.9,5.8,.112,0.0,1.2,,NBA,2098560,20,82,30.5,.531,.793,8.1,1.0,0.5,1.8,13.0,NJN
Brook Lopez,/players/l/lopezbr01.html,2009,2019,Stanford University,true,"San Joaquin Memorial in Fresno, California",-1.69,1.21,lopezbr01,2009-10,NJN,20.1,7.9,.125,1.9,3.0,,NBA,2225880,21,82,36.9,.499,.817,8.6,2.3,0.7,1.7,18.8,NJN
Brook Lopez,/players/l/lopezbr01.html,2009,2019,Stanford University,true,"San Joaquin Memorial in Fresno, California",-0.59,3.31,lopezbr01,2010-11,NJN,19.3,6.3,.105,0.1,1.5,,NBA,2413320,22,82,35.2,.492,.787,6.0,1.6,0.6,1.5,20.4,NJN
Brook Lopez,/players/l/lopezbr01.html,2009,2019,Stanford University,true,"San Joaquin Memorial in Fresno, California",-0.83,0.13,lopezbr01,2011-12,NJN,21.9,0.3,.091,-4.8,-0.1,,NBA,3076983,23,5,27.2,.494,.625,3.6,1.2,0.2,0.8,19.2,NJN
Brook Lopez,/players/l/lopezbr01.html,2009,2019,Stanford University,true,"San Joaquin Memorial in Fresno, California",+3.64,9.99,lopezbr01,2012-13,BRK,24.7,9.0,.191,1.4,1.9,,NBA,13668750,24,74,30.4,.521,.758,6.9,0.9,0.4,2.1,19.4,BRK
Brook Lopez,/players/l/lopezbr01.html,2009,2019,Stanford University,true,"San Joaquin Memorial in Fresno, California",+0.48,1.00,lopezbr01,2013-14,BRK,25.4,2.3,.211,1.1,0.4,,NBA,14693906,25,17,31.4,.563,.817,6.0,0.9,0.5,1.8,20.7,BRK
Brook Lopez,/players/l/lopezbr01.html,2009,2019,Stanford University,true,"San Joaquin Memorial in Fresno, California",+0.53,4.46,lopezbr01,2014-15,BRK,22.7,7.0,.159,0.2,1.1,,NBA,15719063,26,72,29.2,.513,.814,7.4,0.7,0.6,1.8,17.2,BRK
Brook Lopez,/players/l/lopezbr01.html,2009,2019,Stanford University,true,"San Joaquin Memorial in Fresno, California",+2.10,7.35,lopezbr01,2015-16,BRK,21.7,6.2,.121,1.3,2.1,,NBA,20000000,27,73,33.7,.511,.787,7.8,2.0,0.8,1.7,20.6,BRK
Brook Lopez,/players/l/lopezbr01.html,2009,2019,Stanford University,true,"San Joaquin Memorial in Fresno, California",+0.55,4.25,lopezbr01,2016-17,BRK,20.4,4.9,.105,1.5,2.0,,NBA,21165675,28,75,29.6,.474,.810,5.4,2.3,0.5,1.7,20.5,BRK
Brook Lopez,/players/l/lopezbr01.html,2009,2019,Stanford University,true,"San Joaquin Memorial in Fresno, California",+0.56,3.32,lopezbr01,2017-18,LAL,16.5,3.8,.105,0.5,1.1,,NBA,22642350,29,74,23.4,.465,.703,4.0,1.7,0.4,1.3,13.0,LAL
Brook Lopez,/players/l/lopezbr01.html,2009,2019,Stanford University,true,"San Joaquin Memorial in Fresno, California",,,lopezbr01,2018-19,MIL,14.6,6.7,.138,2.7,2.8,,NBA,3382000,30,81,28.7,.452,.842,4.9,1.2,0.6,2.2,12.5,MIL
