bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary,HS
giricgo01,2002-03,25,Memphis Grizzlies,NBA,76,28.3,.436,.820,3.1,1.8,0.7,0.1,12.3,12.1,1.6,.036,-3.0,-0.6,,1400000,
giricgo01,2002-03,25,Memphis Grizzlies,NBA,49,24.2,.433,.822,2.2,1.4,0.4,0.1,11.2,10.8,0.0,-0.002,-4.8,-0.8,,1400000,
giricgo01,2002-03,25,Memphis Grizzlies,NBA,27,35.6,.440,.816,4.8,2.5,1.1,0.1,14.3,13.6,1.7,.083,-0.8,0.3,,1400000,
giricgo01,2003-04,26,Orlando Magic,NBA,73,28.0,.436,.854,3.1,1.7,0.8,0.2,11.3,13.2,2.4,.056,-2.5,-0.2,,1540000,
giricgo01,2003-04,26,Orlando Magic,NBA,48,29.9,.440,.827,3.4,1.7,0.9,0.2,10.2,11.9,1.2,.040,-2.3,-0.1,,1540000,
giricgo01,2003-04,26,Orlando Magic,NBA,25,24.2,.431,.883,2.5,1.7,0.6,0.2,13.5,16.4,1.2,.096,-2.9,-0.1,,1540000,
giricgo01,2004-05,27,Utah Jazz,NBA,81,20.5,.448,.810,2.2,1.7,0.6,0.1,8.8,12.9,1.8,.053,-2.8,-0.3,,4000000,
giricgo01,2005-06,28,Utah Jazz,NBA,37,25.8,.433,.754,1.9,1.7,0.4,0.1,10.6,8.7,-0.2,-0.010,-6.3,-1.0,,4000000,
giricgo01,2006-07,29,Utah Jazz,NBA,61,19.5,.462,.816,2.1,1.0,0.5,0.1,7.8,11.3,1.9,.076,-2.0,0.0,,4000000,
giricgo01,2007-08,30,Philadelphia 76ers,NBA,56,14.8,.440,.885,1.7,1.1,0.4,0.1,5.8,9.8,0.5,.029,-3.5,-0.3,,4000000,
giricgo01,2007-08,30,Philadelphia 76ers,NBA,22,12.7,.402,1.000,1.4,0.7,0.6,0.0,4.3,7.0,-0.1,-0.022,-4.7,-0.2,,4000000,
giricgo01,2007-08,30,Philadelphia 76ers,NBA,12,9.2,.317,.750,1.2,0.9,0.3,0.1,3.1,6.7,-0.1,-0.028,-6.6,-0.1,,4000000,
giricgo01,2007-08,30,Philadelphia 76ers,NBA,22,20.1,.497,.941,2.3,1.6,0.4,0.1,8.8,12.3,0.7,.076,-2.0,0.0,,4000000,
